Hourly measurement data supplied by UK-air on 04/04/2022,,,,,
All Data GMT hour ending,,,,,
Status: V=Verified P=Provisionaly Verified N=Not Verified S=Suspect,,,,,
,,Chatham Roadside,,Edinburgh St Leonards,
Date,Time,PM10 particulate matter (Hourly measured),Status,PM10 particulate matter (Hourly measured),Status
06/08/2017,13:00:00,9.565,V ugm-3 (Ref.eq),7,V ugm-3 (TEOM FDMS)
06/08/2017,14:00:00,7.913,V ugm-3 (Ref.eq),8,V ugm-3 (TEOM FDMS)
06/08/2017,15:00:00,16.648,V ugm-3 (Ref.eq),6.9,V ugm-3 (TEOM FDMS)
06/08/2017,16:00:00,11.459,V ugm-3 (Ref.eq),3.6,V ugm-3 (TEOM FDMS)
06/08/2017,17:00:00,41.885,V ugm-3 (Ref.eq),5.3,V ugm-3 (TEOM FDMS)
06/08/2017,18:00:00,43.064,V ugm-3 (Ref.eq),6.2,V ugm-3 (TEOM FDMS)
06/08/2017,19:00:00,33.624,V ugm-3 (Ref.eq),5.9,V ugm-3 (TEOM FDMS)
06/08/2017,20:00:00,27.257,V ugm-3 (Ref.eq),4.6,V ugm-3 (TEOM FDMS)
06/08/2017,21:00:00,24.667,V ugm-3 (Ref.eq),6.3,V ugm-3 (TEOM FDMS)
06/08/2017,22:00:00,27.257,V ugm-3 (Ref.eq),6.2,V ugm-3 (TEOM FDMS)
06/08/2017,23:00:00,23.962,V ugm-3 (Ref.eq),8.4,V ugm-3 (TEOM FDMS)
06/08/2017,24:00:00,21.836,V ugm-3 (Ref.eq),4.6,V ugm-3 (TEOM FDMS)
07/08/2017,01:00:00,14.29,V ugm-3 (Ref.eq),3.3,V ugm-3 (TEOM FDMS)
07/08/2017,02:00:00,18.058,V ugm-3 (Ref.eq),3.9,V ugm-3 (TEOM FDMS)
07/08/2017,03:00:00,18.058,V ugm-3 (Ref.eq),2.9,V ugm-3 (TEOM FDMS)
07/08/2017,04:00:00,26.319,V ugm-3 (Ref.eq),4.5,V ugm-3 (TEOM FDMS)
07/08/2017,05:00:00,28.203,V ugm-3 (Ref.eq),5.2,V ugm-3 (TEOM FDMS)
07/08/2017,06:00:00,18.3,V ugm-3 (Ref.eq),5.1,V ugm-3 (TEOM FDMS)
07/08/2017,07:00:00,22.31,V ugm-3 (Ref.eq),7.4,V ugm-3 (TEOM FDMS)
07/08/2017,08:00:00,56.745,V ugm-3 (Ref.eq),10,V ugm-3 (TEOM FDMS)
07/08/2017,09:00:00,24.667,V ugm-3 (Ref.eq),11.7,V ugm-3 (TEOM FDMS)
07/08/2017,10:00:00,19.71,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
07/08/2017,11:00:00,21.363,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
07/08/2017,12:00:00,19.005,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
07/08/2017,13:00:00,16.88,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
07/08/2017,14:00:00,19.237,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
07/08/2017,15:00:00,20.416,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
07/08/2017,16:00:00,11.691,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
07/08/2017,17:00:00,19.005,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
07/08/2017,18:00:00,23.962,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
07/08/2017,19:00:00,21.836,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
07/08/2017,20:00:00,23.488,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
07/08/2017,21:00:00,16.174,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
07/08/2017,22:00:00,10.271,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
07/08/2017,23:00:00,13.575,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
07/08/2017,24:00:00,20.889,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
08/08/2017,01:00:00,18.058,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
08/08/2017,02:00:00,16.88,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
08/08/2017,03:00:00,12.638,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
08/08/2017,04:00:00,8.86,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
08/08/2017,05:00:00,18.764,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
08/08/2017,06:00:00,15.701,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
08/08/2017,07:00:00,10.744,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
08/08/2017,08:00:00,15.701,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
08/08/2017,09:00:00,25.604,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
08/08/2017,10:00:00,24.426,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
08/08/2017,11:00:00,14.522,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
08/08/2017,12:00:00,11.923,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
08/08/2017,13:00:00,28.203,V ugm-3 (Ref.eq),No data,V ugm-3 (TEOM FDMS)
08/08/2017,14:00:00,14.29,V ugm-3 (Ref.eq),6.7,V ugm-3 (TEOM FDMS)
08/08/2017,15:00:00,18.058,V ugm-3 (Ref.eq),7.1,V ugm-3 (TEOM FDMS)
08/08/2017,16:00:00,8.86,V ugm-3 (Ref.eq),5.6,V ugm-3 (TEOM FDMS)
08/08/2017,17:00:00,4.618,V ugm-3 (Ref.eq),9.1,V ugm-3 (TEOM FDMS)
08/08/2017,18:00:00,7.449,V ugm-3 (Ref.eq),8,V ugm-3 (TEOM FDMS)
08/08/2017,19:00:00,10.986,V ugm-3 (Ref.eq),8.9,V ugm-3 (TEOM FDMS)
08/08/2017,20:00:00,12.396,V ugm-3 (Ref.eq),7,V ugm-3 (TEOM FDMS)
08/08/2017,21:00:00,10.039,V ugm-3 (Ref.eq),9.5,V ugm-3 (TEOM FDMS)
08/08/2017,22:00:00,9.333,V ugm-3 (Ref.eq),10.9,V ugm-3 (TEOM FDMS)
08/08/2017,23:00:00,15.469,V ugm-3 (Ref.eq),7.9,V ugm-3 (TEOM FDMS)
08/08/2017,24:00:00,14.049,V ugm-3 (Ref.eq),6.7,V ugm-3 (TEOM FDMS)
09/08/2017,01:00:00,8.86,V ugm-3 (Ref.eq),7.3,V ugm-3 (TEOM FDMS)
09/08/2017,02:00:00,8.628,V ugm-3 (Ref.eq),7.7,V ugm-3 (TEOM FDMS)
09/08/2017,03:00:00,7.208,V ugm-3 (Ref.eq),6.4,V ugm-3 (TEOM FDMS)
09/08/2017,04:00:00,8.86,V ugm-3 (Ref.eq),3.2,V ugm-3 (TEOM FDMS)
09/08/2017,05:00:00,17.826,V ugm-3 (Ref.eq),2.7,V ugm-3 (TEOM FDMS)
09/08/2017,06:00:00,8.387,V ugm-3 (Ref.eq),2.9,V ugm-3 (TEOM FDMS)
09/08/2017,07:00:00,11.218,V ugm-3 (Ref.eq),4.9,V ugm-3 (TEOM FDMS)
09/08/2017,08:00:00,69.721,V ugm-3 (Ref.eq),6.8,V ugm-3 (TEOM FDMS)
09/08/2017,09:00:00,9.565,V ugm-3 (Ref.eq),9.3,V ugm-3 (TEOM FDMS)
09/08/2017,10:00:00,9.565,V ugm-3 (Ref.eq),6.8,V ugm-3 (TEOM FDMS)
09/08/2017,11:00:00,6.734,V ugm-3 (Ref.eq),4.4,V ugm-3 (TEOM FDMS)
09/08/2017,12:00:00,5.797,V ugm-3 (Ref.eq),6.8,V ugm-3 (TEOM FDMS)
09/08/2017,13:00:00,3.672,V ugm-3 (Ref.eq),7.3,V ugm-3 (TEOM FDMS)
09/08/2017,14:00:00,5.797,V ugm-3 (Ref.eq),7.5,V ugm-3 (TEOM FDMS)
09/08/2017,15:00:00,6.503,V ugm-3 (Ref.eq),9.6,V ugm-3 (TEOM FDMS)
09/08/2017,16:00:00,7.449,V ugm-3 (Ref.eq),11.1,V ugm-3 (TEOM FDMS)
09/08/2017,17:00:00,5.324,V ugm-3 (Ref.eq),9.6,V ugm-3 (TEOM FDMS)
09/08/2017,18:00:00,4.145,V ugm-3 (Ref.eq),6.5,V ugm-3 (TEOM FDMS)
09/08/2017,19:00:00,4.377,V ugm-3 (Ref.eq),5.4,V ugm-3 (TEOM FDMS)
09/08/2017,20:00:00,3.672,V ugm-3 (Ref.eq),6.9,V ugm-3 (TEOM FDMS)
09/08/2017,21:00:00,8.86,V ugm-3 (Ref.eq),5.2,V ugm-3 (TEOM FDMS)
09/08/2017,22:00:00,10.986,V ugm-3 (Ref.eq),9.2,V ugm-3 (TEOM FDMS)
09/08/2017,23:00:00,18.3,V ugm-3 (Ref.eq),14.9,V ugm-3 (TEOM FDMS)
09/08/2017,24:00:00,19.71,V ugm-3 (Ref.eq),12,V ugm-3 (TEOM FDMS)
10/08/2017,01:00:00,19.479,V ugm-3 (Ref.eq),8.2,V ugm-3 (TEOM FDMS)
10/08/2017,02:00:00,27.498,V ugm-3 (Ref.eq),5.5,V ugm-3 (TEOM FDMS)
10/08/2017,03:00:00,17.353,V ugm-3 (Ref.eq),6.4,V ugm-3 (TEOM FDMS)
10/08/2017,04:00:00,16.88,V ugm-3 (Ref.eq),5.2,V ugm-3 (TEOM FDMS)
10/08/2017,05:00:00,27.971,V ugm-3 (Ref.eq),4.9,V ugm-3 (TEOM FDMS)
10/08/2017,06:00:00,31.266,V ugm-3 (Ref.eq),5.6,V ugm-3 (TEOM FDMS)
10/08/2017,07:00:00,17.353,V ugm-3 (Ref.eq),7.1,V ugm-3 (TEOM FDMS)
10/08/2017,08:00:00,14.754,V ugm-3 (Ref.eq),11.2,V ugm-3 (TEOM FDMS)
10/08/2017,09:00:00,26.078,V ugm-3 (Ref.eq),9.9,V ugm-3 (TEOM FDMS)
10/08/2017,10:00:00,10.744,V ugm-3 (Ref.eq),9.7,V ugm-3 (TEOM FDMS)
10/08/2017,11:00:00,23.962,V ugm-3 (Ref.eq),12.3,V ugm-3 (TEOM FDMS)
10/08/2017,12:00:00,27.971,V ugm-3 (Ref.eq),16.4,V ugm-3 (TEOM FDMS)
10/08/2017,13:00:00,19.005,V ugm-3 (Ref.eq),16.1,V ugm-3 (TEOM FDMS)
10/08/2017,14:00:00,24.899,V ugm-3 (Ref.eq),15.4,V ugm-3 (TEOM FDMS)
10/08/2017,15:00:00,22.773,V ugm-3 (Ref.eq),17.8,V ugm-3 (TEOM FDMS)
10/08/2017,16:00:00,19.237,V ugm-3 (Ref.eq),13.3,V ugm-3 (TEOM FDMS)
10/08/2017,17:00:00,16.88,V ugm-3 (Ref.eq),10.2,V ugm-3 (TEOM FDMS)
10/08/2017,18:00:00,18.532,V ugm-3 (Ref.eq),13.6,V ugm-3 (TEOM FDMS)
10/08/2017,19:00:00,24.194,V ugm-3 (Ref.eq),12.1,V ugm-3 (TEOM FDMS)
10/08/2017,20:00:00,23.72,V ugm-3 (Ref.eq),12.7,V ugm-3 (TEOM FDMS)
10/08/2017,21:00:00,24.667,V ugm-3 (Ref.eq),9.8,V ugm-3 (TEOM FDMS)
10/08/2017,22:00:00,27.498,V ugm-3 (Ref.eq),8.6,V ugm-3 (TEOM FDMS)
10/08/2017,23:00:00,13.575,V ugm-3 (Ref.eq),9.9,V ugm-3 (TEOM FDMS)
10/08/2017,24:00:00,14.049,V ugm-3 (Ref.eq),9,V ugm-3 (TEOM FDMS)
11/08/2017,01:00:00,27.498,V ugm-3 (Ref.eq),9.2,V ugm-3 (TEOM FDMS)
11/08/2017,02:00:00,25.372,V ugm-3 (Ref.eq),9.2,V ugm-3 (TEOM FDMS)
11/08/2017,03:00:00,23.72,V ugm-3 (Ref.eq),7.6,V ugm-3 (TEOM FDMS)
11/08/2017,04:00:00,21.595,V ugm-3 (Ref.eq),5.5,V ugm-3 (TEOM FDMS)
11/08/2017,05:00:00,13.575,V ugm-3 (Ref.eq),7.3,V ugm-3 (TEOM FDMS)
11/08/2017,06:00:00,21.836,V ugm-3 (Ref.eq),6.7,V ugm-3 (TEOM FDMS)
11/08/2017,07:00:00,26.551,V ugm-3 (Ref.eq),5.9,V ugm-3 (TEOM FDMS)
11/08/2017,08:00:00,16.406,V ugm-3 (Ref.eq),6.2,V ugm-3 (TEOM FDMS)
11/08/2017,09:00:00,16.174,V ugm-3 (Ref.eq),4.9,V ugm-3 (TEOM FDMS)
11/08/2017,10:00:00,12.638,V ugm-3 (Ref.eq),3.8,V ugm-3 (TEOM FDMS)
11/08/2017,11:00:00,11.218,V ugm-3 (Ref.eq),6.6,V ugm-3 (TEOM FDMS)
11/08/2017,12:00:00,19.479,V ugm-3 (Ref.eq),3.7,V ugm-3 (TEOM FDMS)
11/08/2017,13:00:00,13.817,V ugm-3 (Ref.eq),2.9,V ugm-3 (TEOM FDMS)
11/08/2017,14:00:00,13.817,V ugm-3 (Ref.eq),5.3,V ugm-3 (TEOM FDMS)
11/08/2017,15:00:00,No data,V ugm-3 (Ref.eq),5.1,V ugm-3 (TEOM FDMS)
11/08/2017,16:00:00,14.995,V ugm-3 (Ref.eq),4.8,V ugm-3 (TEOM FDMS)
11/08/2017,17:00:00,18.764,V ugm-3 (Ref.eq),2.9,V ugm-3 (TEOM FDMS)
11/08/2017,18:00:00,19.942,V ugm-3 (Ref.eq),4.9,V ugm-3 (TEOM FDMS)
11/08/2017,19:00:00,23.962,V ugm-3 (Ref.eq),7,V ugm-3 (TEOM FDMS)
11/08/2017,20:00:00,23.488,V ugm-3 (Ref.eq),7.3,V ugm-3 (TEOM FDMS)
11/08/2017,21:00:00,13.343,V ugm-3 (Ref.eq),6.7,V ugm-3 (TEOM FDMS)
11/08/2017,22:00:00,10.271,V ugm-3 (Ref.eq),3.4,V ugm-3 (TEOM FDMS)
11/08/2017,23:00:00,14.29,V ugm-3 (Ref.eq),2.6,V ugm-3 (TEOM FDMS)
11/08/2017,24:00:00,No data,V ugm-3 (Ref.eq),4.1,V ugm-3 (TEOM FDMS)
12/08/2017,01:00:00,No data,V ugm-3 (Ref.eq),4.5,V ugm-3 (TEOM FDMS)
12/08/2017,02:00:00,No data,V ugm-3 (Ref.eq),5.7,V ugm-3 (TEOM FDMS)
12/08/2017,03:00:00,No data,V ugm-3 (Ref.eq),5,V ugm-3 (TEOM FDMS)
12/08/2017,04:00:00,No data,V ugm-3 (Ref.eq),1.9,V ugm-3 (TEOM FDMS)
12/08/2017,05:00:00,No data,V ugm-3 (Ref.eq),2.4,V ugm-3 (TEOM FDMS)
12/08/2017,06:00:00,No data,V ugm-3 (Ref.eq),3.6,V ugm-3 (TEOM FDMS)
12/08/2017,07:00:00,No data,V ugm-3 (Ref.eq),3.3,V ugm-3 (TEOM FDMS)
12/08/2017,08:00:00,No data,V ugm-3 (Ref.eq),1,V ugm-3 (TEOM FDMS)
12/08/2017,09:00:00,No data,V ugm-3 (Ref.eq),5.1,V ugm-3 (TEOM FDMS)
12/08/2017,10:00:00,No data,V ugm-3 (Ref.eq),5.8,V ugm-3 (TEOM FDMS)
12/08/2017,11:00:00,No data,V ugm-3 (Ref.eq),4,V ugm-3 (TEOM FDMS)
12/08/2017,12:00:00,No data,V ugm-3 (Ref.eq),5.9,V ugm-3 (TEOM FDMS)
12/08/2017,13:00:00,No data,V ugm-3 (Ref.eq),7.3,V ugm-3 (TEOM FDMS)
12/08/2017,14:00:00,No data,V ugm-3 (Ref.eq),5.3,V ugm-3 (TEOM FDMS)
12/08/2017,15:00:00,No data,V ugm-3 (Ref.eq),8.5,V ugm-3 (TEOM FDMS)
12/08/2017,16:00:00,No data,V ugm-3 (Ref.eq),4.9,V ugm-3 (TEOM FDMS)
12/08/2017,17:00:00,No data,V ugm-3 (Ref.eq),9.2,V ugm-3 (TEOM FDMS)
12/08/2017,18:00:00,No data,V ugm-3 (Ref.eq),10.6,V ugm-3 (TEOM FDMS)
12/08/2017,19:00:00,No data,V ugm-3 (Ref.eq),9.7,V ugm-3 (TEOM FDMS)
12/08/2017,20:00:00,No data,V ugm-3 (Ref.eq),11.4,V ugm-3 (TEOM FDMS)
12/08/2017,21:00:00,No data,V ugm-3 (Ref.eq),12.3,V ugm-3 (TEOM FDMS)
12/08/2017,22:00:00,No data,V ugm-3 (Ref.eq),10.7,V ugm-3 (TEOM FDMS)
12/08/2017,23:00:00,No data,V ugm-3 (Ref.eq),9.9,V ugm-3 (TEOM FDMS)
12/08/2017,24:00:00,No data,V ugm-3 (Ref.eq),8.1,V ugm-3 (TEOM FDMS)
13/08/2017,01:00:00,No data,V ugm-3 (Ref.eq),8.1,V ugm-3 (TEOM FDMS)
13/08/2017,02:00:00,No data,V ugm-3 (Ref.eq),8.3,V ugm-3 (TEOM FDMS)
13/08/2017,03:00:00,No data,V ugm-3 (Ref.eq),5.6,V ugm-3 (TEOM FDMS)
13/08/2017,04:00:00,No data,V ugm-3 (Ref.eq),4.9,V ugm-3 (TEOM FDMS)
13/08/2017,05:00:00,No data,V ugm-3 (Ref.eq),7.8,V ugm-3 (TEOM FDMS)
13/08/2017,06:00:00,No data,V ugm-3 (Ref.eq),8.1,V ugm-3 (TEOM FDMS)
13/08/2017,07:00:00,No data,V ugm-3 (Ref.eq),7.3,V ugm-3 (TEOM FDMS)
13/08/2017,08:00:00,No data,V ugm-3 (Ref.eq),7.2,V ugm-3 (TEOM FDMS)
13/08/2017,09:00:00,No data,V ugm-3 (Ref.eq),5.9,V ugm-3 (TEOM FDMS)
13/08/2017,10:00:00,No data,V ugm-3 (Ref.eq),9.2,V ugm-3 (TEOM FDMS)
13/08/2017,11:00:00,No data,V ugm-3 (Ref.eq),5.3,V ugm-3 (TEOM FDMS)
13/08/2017,12:00:00,No data,V ugm-3 (Ref.eq),6.1,V ugm-3 (TEOM FDMS)
13/08/2017,13:00:00,No data,V ugm-3 (Ref.eq),6.1,V ugm-3 (TEOM FDMS)
13/08/2017,14:00:00,No data,V ugm-3 (Ref.eq),5,V ugm-3 (TEOM FDMS)
13/08/2017,15:00:00,No data,V ugm-3 (Ref.eq),6.2,V ugm-3 (TEOM FDMS)
13/08/2017,16:00:00,No data,V ugm-3 (Ref.eq),7.4,V ugm-3 (TEOM FDMS)
13/08/2017,17:00:00,No data,V ugm-3 (Ref.eq),7.9,V ugm-3 (TEOM FDMS)
13/08/2017,18:00:00,No data,V ugm-3 (Ref.eq),4.5,V ugm-3 (TEOM FDMS)
13/08/2017,19:00:00,No data,V ugm-3 (Ref.eq),4.3,V ugm-3 (TEOM FDMS)
13/08/2017,20:00:00,No data,V ugm-3 (Ref.eq),5.3,V ugm-3 (TEOM FDMS)
13/08/2017,21:00:00,No data,V ugm-3 (Ref.eq),8.6,V ugm-3 (TEOM FDMS)
13/08/2017,22:00:00,No data,V ugm-3 (Ref.eq),11.7,V ugm-3 (TEOM FDMS)
13/08/2017,23:00:00,No data,V ugm-3 (Ref.eq),8.3,V ugm-3 (TEOM FDMS)
13/08/2017,24:00:00,No data,V ugm-3 (Ref.eq),5,V ugm-3 (TEOM FDMS)
14/08/2017,01:00:00,No data,V ugm-3 (Ref.eq),2.7,V ugm-3 (TEOM FDMS)
14/08/2017,02:00:00,No data,V ugm-3 (Ref.eq),6.8,V ugm-3 (TEOM FDMS)
14/08/2017,03:00:00,No data,V ugm-3 (Ref.eq),3.7,V ugm-3 (TEOM FDMS)
14/08/2017,04:00:00,No data,V ugm-3 (Ref.eq),5.6,V ugm-3 (TEOM FDMS)
14/08/2017,05:00:00,No data,V ugm-3 (Ref.eq),9,V ugm-3 (TEOM FDMS)
14/08/2017,06:00:00,No data,V ugm-3 (Ref.eq),4.2,V ugm-3 (TEOM FDMS)
14/08/2017,07:00:00,No data,V ugm-3 (Ref.eq),5.7,V ugm-3 (TEOM FDMS)
14/08/2017,08:00:00,No data,V ugm-3 (Ref.eq),7.1,V ugm-3 (TEOM FDMS)
14/08/2017,09:00:00,No data,V ugm-3 (Ref.eq),9.8,V ugm-3 (TEOM FDMS)
14/08/2017,10:00:00,No data,V ugm-3 (Ref.eq),6.1,V ugm-3 (TEOM FDMS)
14/08/2017,11:00:00,No data,V ugm-3 (Ref.eq),4,V ugm-3 (TEOM FDMS)
14/08/2017,12:00:00,No data,V ugm-3 (Ref.eq),5.6,V ugm-3 (TEOM FDMS)
14/08/2017,13:00:00,No data,V ugm-3 (Ref.eq),5.4,V ugm-3 (TEOM FDMS)
14/08/2017,14:00:00,No data,V ugm-3 (Ref.eq),4.7,V ugm-3 (TEOM FDMS)
14/08/2017,15:00:00,No data,V ugm-3 (Ref.eq),2.6,V ugm-3 (TEOM FDMS)
14/08/2017,16:00:00,No data,V ugm-3 (Ref.eq),2.7,V ugm-3 (TEOM FDMS)
14/08/2017,17:00:00,No data,V ugm-3 (Ref.eq),2.4,V ugm-3 (TEOM FDMS)
14/08/2017,18:00:00,No data,V ugm-3 (Ref.eq),4.1,V ugm-3 (TEOM FDMS)
14/08/2017,19:00:00,No data,V ugm-3 (Ref.eq),3.9,V ugm-3 (TEOM FDMS)
14/08/2017,20:00:00,No data,V ugm-3 (Ref.eq),4.2,V ugm-3 (TEOM FDMS)
14/08/2017,21:00:00,No data,V ugm-3 (Ref.eq),1.7,V ugm-3 (TEOM FDMS)
14/08/2017,22:00:00,No data,V ugm-3 (Ref.eq),4.8,V ugm-3 (TEOM FDMS)
14/08/2017,23:00:00,No data,V ugm-3 (Ref.eq),3.3,V ugm-3 (TEOM FDMS)
14/08/2017,24:00:00,No data,V ugm-3 (Ref.eq),7.2,V ugm-3 (TEOM FDMS)
15/08/2017,01:00:00,No data,V ugm-3 (Ref.eq),1.3,V ugm-3 (TEOM FDMS)
15/08/2017,02:00:00,No data,V ugm-3 (Ref.eq),2.2,V ugm-3 (TEOM FDMS)
15/08/2017,03:00:00,No data,V ugm-3 (Ref.eq),0.8,V ugm-3 (TEOM FDMS)
15/08/2017,04:00:00,No data,V ugm-3 (Ref.eq),3.4,V ugm-3 (TEOM FDMS)
15/08/2017,05:00:00,No data,V ugm-3 (Ref.eq),1,V ugm-3 (TEOM FDMS)
15/08/2017,06:00:00,No data,V ugm-3 (Ref.eq),1,V ugm-3 (TEOM FDMS)
15/08/2017,07:00:00,No data,V ugm-3 (Ref.eq),4.2,V ugm-3 (TEOM FDMS)
15/08/2017,08:00:00,No data,V ugm-3 (Ref.eq),2.4,V ugm-3 (TEOM FDMS)
15/08/2017,09:00:00,No data,V ugm-3 (Ref.eq),3.7,V ugm-3 (TEOM FDMS)
15/08/2017,10:00:00,No data,V ugm-3 (Ref.eq),4.9,V ugm-3 (TEOM FDMS)
15/08/2017,11:00:00,No data,V ugm-3 (Ref.eq),2.4,V ugm-3 (TEOM FDMS)
15/08/2017,12:00:00,No data,V ugm-3 (Ref.eq),4.1,V ugm-3 (TEOM FDMS)
15/08/2017,13:00:00,7.681,V ugm-3 (Ref.eq),5.7,V ugm-3 (TEOM FDMS)
15/08/2017,14:00:00,16.648,V ugm-3 (Ref.eq),6.8,V ugm-3 (TEOM FDMS)
15/08/2017,15:00:00,11.218,V ugm-3 (Ref.eq),6.7,V ugm-3 (TEOM FDMS)
15/08/2017,16:00:00,9.092,V ugm-3 (Ref.eq),6.6,V ugm-3 (TEOM FDMS)
15/08/2017,17:00:00,7.913,V ugm-3 (Ref.eq),6.6,V ugm-3 (TEOM FDMS)
15/08/2017,18:00:00,13.102,V ugm-3 (Ref.eq),5.1,V ugm-3 (TEOM FDMS)
15/08/2017,19:00:00,18.764,V ugm-3 (Ref.eq),7.7,V ugm-3 (TEOM FDMS)
15/08/2017,20:00:00,20.657,V ugm-3 (Ref.eq),7.3,V ugm-3 (TEOM FDMS)
15/08/2017,21:00:00,23.015,V ugm-3 (Ref.eq),7.2,V ugm-3 (TEOM FDMS)
15/08/2017,22:00:00,14.29,V ugm-3 (Ref.eq),7,V ugm-3 (TEOM FDMS)
15/08/2017,23:00:00,21.121,V ugm-3 (Ref.eq),5.6,V ugm-3 (TEOM FDMS)
15/08/2017,24:00:00,5.324,V ugm-3 (Ref.eq),6.7,V ugm-3 (TEOM FDMS)
16/08/2017,01:00:00,8.155,V ugm-3 (Ref.eq),3.7,V ugm-3 (TEOM FDMS)
16/08/2017,02:00:00,19.237,V ugm-3 (Ref.eq),3.1,V ugm-3 (TEOM FDMS)
16/08/2017,03:00:00,11.218,V ugm-3 (Ref.eq),6.1,V ugm-3 (TEOM FDMS)
16/08/2017,04:00:00,7.913,V ugm-3 (Ref.eq),5.8,V ugm-3 (TEOM FDMS)
16/08/2017,05:00:00,16.88,V ugm-3 (Ref.eq),3.1,V ugm-3 (TEOM FDMS)
16/08/2017,06:00:00,7.913,V ugm-3 (Ref.eq),6.3,V ugm-3 (TEOM FDMS)
16/08/2017,07:00:00,20.889,V ugm-3 (Ref.eq),6.4,V ugm-3 (TEOM FDMS)
16/08/2017,08:00:00,5.324,V ugm-3 (Ref.eq),10.4,V ugm-3 (TEOM FDMS)
16/08/2017,09:00:00,7.208,V ugm-3 (Ref.eq),10.4,V ugm-3 (TEOM FDMS)
16/08/2017,10:00:00,9.565,V ugm-3 (Ref.eq),11.4,V ugm-3 (TEOM FDMS)
16/08/2017,11:00:00,17.353,V ugm-3 (Ref.eq),10.2,V ugm-3 (TEOM FDMS)
16/08/2017,12:00:00,15.227,V ugm-3 (Ref.eq),10.2,V ugm-3 (TEOM FDMS)
16/08/2017,13:00:00,10.744,V ugm-3 (Ref.eq),8.4,V ugm-3 (TEOM FDMS)
16/08/2017,14:00:00,8.86,V ugm-3 (Ref.eq),17.3,V ugm-3 (TEOM FDMS)
16/08/2017,15:00:00,9.333,V ugm-3 (Ref.eq),6.2,V ugm-3 (TEOM FDMS)
16/08/2017,16:00:00,8.387,V ugm-3 (Ref.eq),6,V ugm-3 (TEOM FDMS)
16/08/2017,17:00:00,16.174,V ugm-3 (Ref.eq),4.2,V ugm-3 (TEOM FDMS)
16/08/2017,18:00:00,16.648,V ugm-3 (Ref.eq),5,V ugm-3 (TEOM FDMS)
16/08/2017,19:00:00,11.218,V ugm-3 (Ref.eq),0.9,V ugm-3 (TEOM FDMS)
16/08/2017,20:00:00,21.363,V ugm-3 (Ref.eq),1.7,V ugm-3 (TEOM FDMS)
16/08/2017,21:00:00,14.754,V ugm-3 (Ref.eq),4.4,V ugm-3 (TEOM FDMS)
16/08/2017,22:00:00,10.744,V ugm-3 (Ref.eq),0.2,V ugm-3 (TEOM FDMS)
16/08/2017,23:00:00,15.469,V ugm-3 (Ref.eq),0.9,V ugm-3 (TEOM FDMS)
16/08/2017,24:00:00,3.44,V ugm-3 (Ref.eq),0.5,V ugm-3 (TEOM FDMS)
17/08/2017,01:00:00,11.459,V ugm-3 (Ref.eq),2.8,V ugm-3 (TEOM FDMS)
17/08/2017,02:00:00,4.85,V ugm-3 (Ref.eq),-1.6,V ugm-3 (TEOM FDMS)
17/08/2017,03:00:00,0.367,V ugm-3 (Ref.eq),3.6,V ugm-3 (TEOM FDMS)
17/08/2017,04:00:00,8.387,V ugm-3 (Ref.eq),5,V ugm-3 (TEOM FDMS)
17/08/2017,05:00:00,5.797,V ugm-3 (Ref.eq),10,V ugm-3 (TEOM FDMS)
17/08/2017,06:00:00,0.841,V ugm-3 (Ref.eq),9.3,V ugm-3 (TEOM FDMS)
17/08/2017,07:00:00,-2.696,V ugm-3 (Ref.eq),9.5,V ugm-3 (TEOM FDMS)
