,,Edinburgh St Leonards,
Date,Time,PM10 particulate matter (Hourly measured),Status
14/07/2017,05:00:00,3.9,V ugm-3 (TEOM FDMS)
14/07/2017,06:00:00,9.6,V ugm-3 (TEOM FDMS)
14/07/2017,07:00:00,6.5,V ugm-3 (TEOM FDMS)
14/07/2017,08:00:00,5.5,V ugm-3 (TEOM FDMS)
14/07/2017,09:00:00,5.6,V ugm-3 (TEOM FDMS)
14/07/2017,10:00:00,9,V ugm-3 (TEOM FDMS)
14/07/2017,11:00:00,6.8,V ugm-3 (TEOM FDMS)
14/07/2017,12:00:00,7.2,V ugm-3 (TEOM FDMS)
14/07/2017,13:00:00,7.1,V ugm-3 (TEOM FDMS)
14/07/2017,14:00:00,8.4,V ugm-3 (TEOM FDMS)
14/07/2017,15:00:00,6.4,V ugm-3 (TEOM FDMS)
14/07/2017,16:00:00,8.9,V ugm-3 (TEOM FDMS)
14/07/2017,17:00:00,8.7,V ugm-3 (TEOM FDMS)
14/07/2017,18:00:00,5.8,V ugm-3 (TEOM FDMS)
14/07/2017,19:00:00,7.7,V ugm-3 (TEOM FDMS)
14/07/2017,20:00:00,8.4,V ugm-3 (TEOM FDMS)
14/07/2017,21:00:00,6.6,V ugm-3 (TEOM FDMS)
14/07/2017,22:00:00,6.1,V ugm-3 (TEOM FDMS)
14/07/2017,23:00:00,5.8,V ugm-3 (TEOM FDMS)
14/07/2017,24:00:00,5.4,V ugm-3 (TEOM FDMS)
15/07/2017,01:00:00,1.8,V ugm-3 (TEOM FDMS)
15/07/2017,02:00:00,2,V ugm-3 (TEOM FDMS)
15/07/2017,03:00:00,3.3,V ugm-3 (TEOM FDMS)
15/07/2017,04:00:00,3.2,V ugm-3 (TEOM FDMS)
15/07/2017,05:00:00,7.1,V ugm-3 (TEOM FDMS)
15/07/2017,06:00:00,2.5,V ugm-3 (TEOM FDMS)
15/07/2017,07:00:00,4.3,V ugm-3 (TEOM FDMS)
15/07/2017,08:00:00,3.1,V ugm-3 (TEOM FDMS)
15/07/2017,09:00:00,2.4,V ugm-3 (TEOM FDMS)
15/07/2017,10:00:00,2.9,V ugm-3 (TEOM FDMS)
15/07/2017,11:00:00,3.3,V ugm-3 (TEOM FDMS)
15/07/2017,12:00:00,5.4,V ugm-3 (TEOM FDMS)
15/07/2017,13:00:00,2.2,V ugm-3 (TEOM FDMS)
15/07/2017,14:00:00,5.1,V ugm-3 (TEOM FDMS)
15/07/2017,15:00:00,6.5,V ugm-3 (TEOM FDMS)
15/07/2017,16:00:00,2.4,V ugm-3 (TEOM FDMS)
15/07/2017,17:00:00,6,V ugm-3 (TEOM FDMS)
15/07/2017,18:00:00,2,V ugm-3 (TEOM FDMS)
15/07/2017,19:00:00,3.4,V ugm-3 (TEOM FDMS)
15/07/2017,20:00:00,3,V ugm-3 (TEOM FDMS)
15/07/2017,21:00:00,5.9,V ugm-3 (TEOM FDMS)
15/07/2017,22:00:00,6.9,V ugm-3 (TEOM FDMS)
15/07/2017,23:00:00,9.5,V ugm-3 (TEOM FDMS)
15/07/2017,24:00:00,6.7,V ugm-3 (TEOM FDMS)
16/07/2017,01:00:00,4.8,V ugm-3 (TEOM FDMS)
16/07/2017,02:00:00,6.8,V ugm-3 (TEOM FDMS)
16/07/2017,03:00:00,6.5,V ugm-3 (TEOM FDMS)
16/07/2017,04:00:00,7.6,V ugm-3 (TEOM FDMS)
16/07/2017,05:00:00,8.6,V ugm-3 (TEOM FDMS)
16/07/2017,06:00:00,8.4,V ugm-3 (TEOM FDMS)
16/07/2017,07:00:00,7.9,V ugm-3 (TEOM FDMS)
16/07/2017,08:00:00,10.8,V ugm-3 (TEOM FDMS)
16/07/2017,09:00:00,9.5,V ugm-3 (TEOM FDMS)
16/07/2017,10:00:00,9.5,V ugm-3 (TEOM FDMS)
16/07/2017,11:00:00,8.7,V ugm-3 (TEOM FDMS)
16/07/2017,12:00:00,8.2,V ugm-3 (TEOM FDMS)
16/07/2017,13:00:00,10.2,V ugm-3 (TEOM FDMS)
16/07/2017,14:00:00,9.3,V ugm-3 (TEOM FDMS)
16/07/2017,15:00:00,9.9,V ugm-3 (TEOM FDMS)
16/07/2017,16:00:00,11.5,V ugm-3 (TEOM FDMS)
16/07/2017,17:00:00,11.1,V ugm-3 (TEOM FDMS)
16/07/2017,18:00:00,11.4,V ugm-3 (TEOM FDMS)
16/07/2017,19:00:00,11.9,V ugm-3 (TEOM FDMS)
16/07/2017,20:00:00,13.6,V ugm-3 (TEOM FDMS)
16/07/2017,21:00:00,10,V ugm-3 (TEOM FDMS)
16/07/2017,22:00:00,10.9,V ugm-3 (TEOM FDMS)
16/07/2017,23:00:00,13.4,V ugm-3 (TEOM FDMS)
16/07/2017,24:00:00,15.2,V ugm-3 (TEOM FDMS)
17/07/2017,01:00:00,16.8,V ugm-3 (TEOM FDMS)
17/07/2017,02:00:00,11.5,V ugm-3 (TEOM FDMS)
17/07/2017,03:00:00,9.1,V ugm-3 (TEOM FDMS)
17/07/2017,04:00:00,14.1,V ugm-3 (TEOM FDMS)
17/07/2017,05:00:00,11.2,V ugm-3 (TEOM FDMS)
17/07/2017,06:00:00,15.7,V ugm-3 (TEOM FDMS)
17/07/2017,07:00:00,23.6,V ugm-3 (TEOM FDMS)
17/07/2017,08:00:00,24.9,V ugm-3 (TEOM FDMS)
17/07/2017,09:00:00,23.9,V ugm-3 (TEOM FDMS)
17/07/2017,10:00:00,26.2,V ugm-3 (TEOM FDMS)
17/07/2017,11:00:00,32.7,V ugm-3 (TEOM FDMS)
17/07/2017,12:00:00,29.5,V ugm-3 (TEOM FDMS)
17/07/2017,13:00:00,24.7,V ugm-3 (TEOM FDMS)
17/07/2017,14:00:00,26,V ugm-3 (TEOM FDMS)
17/07/2017,15:00:00,23.3,V ugm-3 (TEOM FDMS)
17/07/2017,16:00:00,21.8,V ugm-3 (TEOM FDMS)
17/07/2017,17:00:00,21.6,V ugm-3 (TEOM FDMS)
17/07/2017,18:00:00,20,V ugm-3 (TEOM FDMS)
17/07/2017,19:00:00,19,V ugm-3 (TEOM FDMS)
17/07/2017,20:00:00,17.7,V ugm-3 (TEOM FDMS)
17/07/2017,21:00:00,18.2,V ugm-3 (TEOM FDMS)
17/07/2017,22:00:00,17.8,V ugm-3 (TEOM FDMS)
17/07/2017,23:00:00,19.4,V ugm-3 (TEOM FDMS)
17/07/2017,24:00:00,20,V ugm-3 (TEOM FDMS)
18/07/2017,01:00:00,19.6,V ugm-3 (TEOM FDMS)
18/07/2017,02:00:00,16.6,V ugm-3 (TEOM FDMS)
18/07/2017,03:00:00,15.5,V ugm-3 (TEOM FDMS)
18/07/2017,04:00:00,13.2,V ugm-3 (TEOM FDMS)
18/07/2017,05:00:00,15.3,V ugm-3 (TEOM FDMS)
18/07/2017,06:00:00,14.8,V ugm-3 (TEOM FDMS)
18/07/2017,07:00:00,17.5,V ugm-3 (TEOM FDMS)
18/07/2017,08:00:00,19.6,V ugm-3 (TEOM FDMS)
18/07/2017,09:00:00,21.2,V ugm-3 (TEOM FDMS)
18/07/2017,10:00:00,22.4,V ugm-3 (TEOM FDMS)
18/07/2017,11:00:00,20.8,V ugm-3 (TEOM FDMS)
18/07/2017,12:00:00,20.5,V ugm-3 (TEOM FDMS)
18/07/2017,13:00:00,18.9,V ugm-3 (TEOM FDMS)
18/07/2017,14:00:00,22.1,V ugm-3 (TEOM FDMS)
18/07/2017,15:00:00,20.9,V ugm-3 (TEOM FDMS)
18/07/2017,16:00:00,19.9,V ugm-3 (TEOM FDMS)
18/07/2017,17:00:00,16.3,V ugm-3 (TEOM FDMS)
18/07/2017,18:00:00,17.6,V ugm-3 (TEOM FDMS)
18/07/2017,19:00:00,20.6,V ugm-3 (TEOM FDMS)
18/07/2017,20:00:00,14.8,V ugm-3 (TEOM FDMS)
18/07/2017,21:00:00,14.3,V ugm-3 (TEOM FDMS)
18/07/2017,22:00:00,13.2,V ugm-3 (TEOM FDMS)
18/07/2017,23:00:00,11.1,V ugm-3 (TEOM FDMS)
18/07/2017,24:00:00,11.3,V ugm-3 (TEOM FDMS)
19/07/2017,01:00:00,12.4,V ugm-3 (TEOM FDMS)
19/07/2017,02:00:00,9.9,V ugm-3 (TEOM FDMS)
19/07/2017,03:00:00,11.1,V ugm-3 (TEOM FDMS)
19/07/2017,04:00:00,11.3,V ugm-3 (TEOM FDMS)
19/07/2017,05:00:00,9.2,V ugm-3 (TEOM FDMS)
19/07/2017,06:00:00,10.8,V ugm-3 (TEOM FDMS)
19/07/2017,07:00:00,9.9,V ugm-3 (TEOM FDMS)
19/07/2017,08:00:00,15,V ugm-3 (TEOM FDMS)
19/07/2017,09:00:00,19.9,V ugm-3 (TEOM FDMS)
19/07/2017,10:00:00,20,V ugm-3 (TEOM FDMS)
19/07/2017,11:00:00,21.2,V ugm-3 (TEOM FDMS)
19/07/2017,12:00:00,31.3,V ugm-3 (TEOM FDMS)
19/07/2017,13:00:00,29.7,V ugm-3 (TEOM FDMS)
19/07/2017,14:00:00,28.5,V ugm-3 (TEOM FDMS)
19/07/2017,15:00:00,20.2,V ugm-3 (TEOM FDMS)
19/07/2017,16:00:00,34.5,V ugm-3 (TEOM FDMS)
19/07/2017,17:00:00,24,V ugm-3 (TEOM FDMS)
19/07/2017,18:00:00,29.4,V ugm-3 (TEOM FDMS)
19/07/2017,19:00:00,35.5,V ugm-3 (TEOM FDMS)
19/07/2017,20:00:00,30.4,V ugm-3 (TEOM FDMS)
19/07/2017,21:00:00,26,V ugm-3 (TEOM FDMS)
19/07/2017,22:00:00,19.2,V ugm-3 (TEOM FDMS)
19/07/2017,23:00:00,22.2,V ugm-3 (TEOM FDMS)
19/07/2017,24:00:00,24.7,V ugm-3 (TEOM FDMS)
20/07/2017,01:00:00,18.7,V ugm-3 (TEOM FDMS)
20/07/2017,02:00:00,20.6,V ugm-3 (TEOM FDMS)
20/07/2017,03:00:00,8.9,V ugm-3 (TEOM FDMS)
20/07/2017,04:00:00,4,V ugm-3 (TEOM FDMS)
20/07/2017,05:00:00,2.6,V ugm-3 (TEOM FDMS)
20/07/2017,06:00:00,5,V ugm-3 (TEOM FDMS)
20/07/2017,07:00:00,4,V ugm-3 (TEOM FDMS)
20/07/2017,08:00:00,8.5,V ugm-3 (TEOM FDMS)
20/07/2017,09:00:00,6.2,V ugm-3 (TEOM FDMS)
20/07/2017,10:00:00,10.7,V ugm-3 (TEOM FDMS)
20/07/2017,11:00:00,10.5,V ugm-3 (TEOM FDMS)
20/07/2017,12:00:00,12,V ugm-3 (TEOM FDMS)
20/07/2017,13:00:00,11.6,V ugm-3 (TEOM FDMS)
20/07/2017,14:00:00,11.5,V ugm-3 (TEOM FDMS)
20/07/2017,15:00:00,7.6,V ugm-3 (TEOM FDMS)
20/07/2017,16:00:00,8.5,V ugm-3 (TEOM FDMS)
20/07/2017,17:00:00,13,V ugm-3 (TEOM FDMS)
20/07/2017,18:00:00,10.5,V ugm-3 (TEOM FDMS)
20/07/2017,19:00:00,12.8,V ugm-3 (TEOM FDMS)
20/07/2017,20:00:00,10.3,V ugm-3 (TEOM FDMS)
20/07/2017,21:00:00,7.8,V ugm-3 (TEOM FDMS)
20/07/2017,22:00:00,7.9,V ugm-3 (TEOM FDMS)
20/07/2017,23:00:00,10.8,V ugm-3 (TEOM FDMS)
20/07/2017,24:00:00,8,V ugm-3 (TEOM FDMS)
21/07/2017,01:00:00,10.2,V ugm-3 (TEOM FDMS)
21/07/2017,02:00:00,6.2,V ugm-3 (TEOM FDMS)
21/07/2017,03:00:00,10.4,V ugm-3 (TEOM FDMS)
21/07/2017,04:00:00,8.7,V ugm-3 (TEOM FDMS)
21/07/2017,05:00:00,10.5,V ugm-3 (TEOM FDMS)
21/07/2017,06:00:00,10,V ugm-3 (TEOM FDMS)
21/07/2017,07:00:00,8.1,V ugm-3 (TEOM FDMS)
21/07/2017,08:00:00,9.3,V ugm-3 (TEOM FDMS)
21/07/2017,09:00:00,9.2,V ugm-3 (TEOM FDMS)
21/07/2017,10:00:00,10.7,V ugm-3 (TEOM FDMS)
21/07/2017,11:00:00,11.5,V ugm-3 (TEOM FDMS)
21/07/2017,12:00:00,9.4,V ugm-3 (TEOM FDMS)
21/07/2017,13:00:00,10.1,V ugm-3 (TEOM FDMS)
21/07/2017,14:00:00,11.4,V ugm-3 (TEOM FDMS)
21/07/2017,15:00:00,13.3,V ugm-3 (TEOM FDMS)
21/07/2017,16:00:00,15.5,V ugm-3 (TEOM FDMS)
21/07/2017,17:00:00,15.2,V ugm-3 (TEOM FDMS)
21/07/2017,18:00:00,17,V ugm-3 (TEOM FDMS)
21/07/2017,19:00:00,18.4,V ugm-3 (TEOM FDMS)
21/07/2017,20:00:00,19.2,V ugm-3 (TEOM FDMS)
21/07/2017,21:00:00,18.4,V ugm-3 (TEOM FDMS)
21/07/2017,22:00:00,23.6,V ugm-3 (TEOM FDMS)
21/07/2017,23:00:00,25.4,V ugm-3 (TEOM FDMS)
21/07/2017,24:00:00,21.7,V ugm-3 (TEOM FDMS)
22/07/2017,01:00:00,22.4,V ugm-3 (TEOM FDMS)
22/07/2017,02:00:00,20.5,V ugm-3 (TEOM FDMS)
22/07/2017,03:00:00,20.7,V ugm-3 (TEOM FDMS)
22/07/2017,04:00:00,17.8,V ugm-3 (TEOM FDMS)
22/07/2017,05:00:00,23.8,V ugm-3 (TEOM FDMS)
22/07/2017,06:00:00,25.6,V ugm-3 (TEOM FDMS)
22/07/2017,07:00:00,29.4,V ugm-3 (TEOM FDMS)
22/07/2017,08:00:00,29.4,V ugm-3 (TEOM FDMS)
22/07/2017,09:00:00,23.2,V ugm-3 (TEOM FDMS)
22/07/2017,10:00:00,16.5,V ugm-3 (TEOM FDMS)
22/07/2017,11:00:00,14.4,V ugm-3 (TEOM FDMS)
22/07/2017,12:00:00,21.1,V ugm-3 (TEOM FDMS)
22/07/2017,13:00:00,21.1,V ugm-3 (TEOM FDMS)
22/07/2017,14:00:00,20.1,V ugm-3 (TEOM FDMS)
22/07/2017,15:00:00,21.1,V ugm-3 (TEOM FDMS)
22/07/2017,16:00:00,17.1,V ugm-3 (TEOM FDMS)
22/07/2017,17:00:00,20,V ugm-3 (TEOM FDMS)
22/07/2017,18:00:00,17.1,V ugm-3 (TEOM FDMS)
22/07/2017,19:00:00,12.8,V ugm-3 (TEOM FDMS)
22/07/2017,20:00:00,14.6,V ugm-3 (TEOM FDMS)
22/07/2017,21:00:00,12.4,V ugm-3 (TEOM FDMS)
22/07/2017,22:00:00,10.1,V ugm-3 (TEOM FDMS)
22/07/2017,23:00:00,8.8,V ugm-3 (TEOM FDMS)
22/07/2017,24:00:00,8.4,V ugm-3 (TEOM FDMS)
23/07/2017,01:00:00,8.3,V ugm-3 (TEOM FDMS)
23/07/2017,02:00:00,7.3,V ugm-3 (TEOM FDMS)
23/07/2017,03:00:00,8.8,V ugm-3 (TEOM FDMS)
23/07/2017,04:00:00,15,V ugm-3 (TEOM FDMS)
23/07/2017,05:00:00,6.4,V ugm-3 (TEOM FDMS)
23/07/2017,06:00:00,7.3,V ugm-3 (TEOM FDMS)
23/07/2017,07:00:00,7.7,V ugm-3 (TEOM FDMS)
23/07/2017,08:00:00,8.9,V ugm-3 (TEOM FDMS)
23/07/2017,09:00:00,11.7,V ugm-3 (TEOM FDMS)
23/07/2017,10:00:00,13.1,V ugm-3 (TEOM FDMS)
23/07/2017,11:00:00,13.2,V ugm-3 (TEOM FDMS)
23/07/2017,12:00:00,15.5,V ugm-3 (TEOM FDMS)
23/07/2017,13:00:00,11,V ugm-3 (TEOM FDMS)
23/07/2017,14:00:00,12,V ugm-3 (TEOM FDMS)
23/07/2017,15:00:00,17.4,V ugm-3 (TEOM FDMS)
23/07/2017,16:00:00,16.8,V ugm-3 (TEOM FDMS)
23/07/2017,17:00:00,18.3,V ugm-3 (TEOM FDMS)
23/07/2017,18:00:00,17.2,V ugm-3 (TEOM FDMS)
23/07/2017,19:00:00,15.9,V ugm-3 (TEOM FDMS)
23/07/2017,20:00:00,16.5,V ugm-3 (TEOM FDMS)
23/07/2017,21:00:00,15.4,V ugm-3 (TEOM FDMS)
23/07/2017,22:00:00,13.7,V ugm-3 (TEOM FDMS)
23/07/2017,23:00:00,15.1,V ugm-3 (TEOM FDMS)
23/07/2017,24:00:00,14.8,V ugm-3 (TEOM FDMS)
24/07/2017,01:00:00,13.9,V ugm-3 (TEOM FDMS)
24/07/2017,02:00:00,9.9,V ugm-3 (TEOM FDMS)
24/07/2017,03:00:00,12.6,V ugm-3 (TEOM FDMS)
24/07/2017,04:00:00,12.2,V ugm-3 (TEOM FDMS)
24/07/2017,05:00:00,13.6,V ugm-3 (TEOM FDMS)
24/07/2017,06:00:00,14.8,V ugm-3 (TEOM FDMS)
24/07/2017,07:00:00,9.9,V ugm-3 (TEOM FDMS)
24/07/2017,08:00:00,11.5,V ugm-3 (TEOM FDMS)
24/07/2017,09:00:00,15.8,V ugm-3 (TEOM FDMS)
24/07/2017,10:00:00,15.3,V ugm-3 (TEOM FDMS)
24/07/2017,11:00:00,11.7,V ugm-3 (TEOM FDMS)
24/07/2017,12:00:00,15,V ugm-3 (TEOM FDMS)
24/07/2017,13:00:00,11.9,V ugm-3 (TEOM FDMS)
24/07/2017,14:00:00,16.1,V ugm-3 (TEOM FDMS)
24/07/2017,15:00:00,14.4,V ugm-3 (TEOM FDMS)
24/07/2017,16:00:00,8.3,V ugm-3 (TEOM FDMS)
24/07/2017,17:00:00,6.7,V ugm-3 (TEOM FDMS)
24/07/2017,18:00:00,9.2,V ugm-3 (TEOM FDMS)
24/07/2017,19:00:00,12.2,V ugm-3 (TEOM FDMS)
24/07/2017,20:00:00,8.4,V ugm-3 (TEOM FDMS)
24/07/2017,21:00:00,6.2,V ugm-3 (TEOM FDMS)
24/07/2017,22:00:00,8.7,V ugm-3 (TEOM FDMS)
24/07/2017,23:00:00,8.7,V ugm-3 (TEOM FDMS)
24/07/2017,24:00:00,5.5,V ugm-3 (TEOM FDMS)
25/07/2017,01:00:00,7.1,V ugm-3 (TEOM FDMS)
25/07/2017,02:00:00,8.1,V ugm-3 (TEOM FDMS)
25/07/2017,03:00:00,8,V ugm-3 (TEOM FDMS)
25/07/2017,04:00:00,7.7,V ugm-3 (TEOM FDMS)
25/07/2017,05:00:00,5.5,V ugm-3 (TEOM FDMS)
25/07/2017,06:00:00,9.5,V ugm-3 (TEOM FDMS)
25/07/2017,07:00:00,9.9,V ugm-3 (TEOM FDMS)
25/07/2017,08:00:00,9.4,V ugm-3 (TEOM FDMS)
25/07/2017,09:00:00,12.8,V ugm-3 (TEOM FDMS)
25/07/2017,10:00:00,12.5,V ugm-3 (TEOM FDMS)
25/07/2017,11:00:00,8.7,V ugm-3 (TEOM FDMS)
25/07/2017,12:00:00,11.2,V ugm-3 (TEOM FDMS)
25/07/2017,13:00:00,10.3,V ugm-3 (TEOM FDMS)
25/07/2017,14:00:00,7.8,V ugm-3 (TEOM FDMS)
25/07/2017,15:00:00,9.7,V ugm-3 (TEOM FDMS)
25/07/2017,16:00:00,12.7,V ugm-3 (TEOM FDMS)
25/07/2017,17:00:00,13,V ugm-3 (TEOM FDMS)
25/07/2017,18:00:00,13.3,V ugm-3 (TEOM FDMS)
25/07/2017,19:00:00,14.2,V ugm-3 (TEOM FDMS)
25/07/2017,20:00:00,13.1,V ugm-3 (TEOM FDMS)
25/07/2017,21:00:00,10.9,V ugm-3 (TEOM FDMS)
25/07/2017,22:00:00,9.8,V ugm-3 (TEOM FDMS)
25/07/2017,23:00:00,12.6,V ugm-3 (TEOM FDMS)
25/07/2017,24:00:00,10.8,V ugm-3 (TEOM FDMS)
26/07/2017,01:00:00,9,V ugm-3 (TEOM FDMS)
26/07/2017,02:00:00,9.2,V ugm-3 (TEOM FDMS)
26/07/2017,03:00:00,10.5,V ugm-3 (TEOM FDMS)
26/07/2017,04:00:00,10.7,V ugm-3 (TEOM FDMS)
26/07/2017,05:00:00,13.8,V ugm-3 (TEOM FDMS)
26/07/2017,06:00:00,14.9,V ugm-3 (TEOM FDMS)
26/07/2017,07:00:00,15.3,V ugm-3 (TEOM FDMS)
26/07/2017,08:00:00,17.2,V ugm-3 (TEOM FDMS)
26/07/2017,09:00:00,18.8,V ugm-3 (TEOM FDMS)
26/07/2017,10:00:00,14.4,V ugm-3 (TEOM FDMS)
26/07/2017,11:00:00,9.7,V ugm-3 (TEOM FDMS)
26/07/2017,12:00:00,1.6,V ugm-3 (TEOM FDMS)
26/07/2017,13:00:00,3,V ugm-3 (TEOM FDMS)
26/07/2017,14:00:00,8,V ugm-3 (TEOM FDMS)
26/07/2017,15:00:00,9.4,V ugm-3 (TEOM FDMS)
26/07/2017,16:00:00,9.6,V ugm-3 (TEOM FDMS)
26/07/2017,17:00:00,13.1,V ugm-3 (TEOM FDMS)
26/07/2017,18:00:00,13.5,V ugm-3 (TEOM FDMS)
26/07/2017,19:00:00,18.1,V ugm-3 (TEOM FDMS)
26/07/2017,20:00:00,14.7,V ugm-3 (TEOM FDMS)
26/07/2017,21:00:00,11,V ugm-3 (TEOM FDMS)
26/07/2017,22:00:00,9.7,V ugm-3 (TEOM FDMS)
26/07/2017,23:00:00,13.8,V ugm-3 (TEOM FDMS)
26/07/2017,24:00:00,7.1,V ugm-3 (TEOM FDMS)
27/07/2017,01:00:00,6.4,V ugm-3 (TEOM FDMS)
27/07/2017,02:00:00,3.9,V ugm-3 (TEOM FDMS)
27/07/2017,03:00:00,8.8,V ugm-3 (TEOM FDMS)
27/07/2017,04:00:00,7.8,V ugm-3 (TEOM FDMS)
27/07/2017,05:00:00,9.3,V ugm-3 (TEOM FDMS)
27/07/2017,06:00:00,9.5,V ugm-3 (TEOM FDMS)
27/07/2017,07:00:00,8.3,V ugm-3 (TEOM FDMS)
27/07/2017,08:00:00,10.6,V ugm-3 (TEOM FDMS)
27/07/2017,09:00:00,10.1,V ugm-3 (TEOM FDMS)
27/07/2017,10:00:00,12.2,V ugm-3 (TEOM FDMS)
27/07/2017,11:00:00,9.2,V ugm-3 (TEOM FDMS)
27/07/2017,12:00:00,No data,V ugm-3 (TEOM FDMS)
27/07/2017,13:00:00,No data,V ugm-3 (TEOM FDMS)
27/07/2017,14:00:00,No data,V ugm-3 (TEOM FDMS)
27/07/2017,15:00:00,No data,V ugm-3 (TEOM FDMS)
27/07/2017,16:00:00,No data,V ugm-3 (TEOM FDMS)
27/07/2017,17:00:00,No data,V ugm-3 (TEOM FDMS)
27/07/2017,18:00:00,No data,V ugm-3 (TEOM FDMS)
27/07/2017,19:00:00,No data,V ugm-3 (TEOM FDMS)
27/07/2017,20:00:00,No data,V ugm-3 (TEOM FDMS)
27/07/2017,21:00:00,No data,V ugm-3 (TEOM FDMS)
27/07/2017,22:00:00,No data,V ugm-3 (TEOM FDMS)
27/07/2017,23:00:00,No data,V ugm-3 (TEOM FDMS)
27/07/2017,24:00:00,No data,V ugm-3 (TEOM FDMS)
28/07/2017,01:00:00,No data,V ugm-3 (TEOM FDMS)
28/07/2017,02:00:00,No data,V ugm-3 (TEOM FDMS)
28/07/2017,03:00:00,No data,V ugm-3 (TEOM FDMS)
28/07/2017,04:00:00,No data,V ugm-3 (TEOM FDMS)
28/07/2017,05:00:00,No data,V ugm-3 (TEOM FDMS)
28/07/2017,06:00:00,No data,V ugm-3 (TEOM FDMS)
28/07/2017,07:00:00,No data,V ugm-3 (TEOM FDMS)
28/07/2017,08:00:00,No data,V ugm-3 (TEOM FDMS)
28/07/2017,09:00:00,No data,V ugm-3 (TEOM FDMS)
28/07/2017,10:00:00,No data,V ugm-3 (TEOM FDMS)
28/07/2017,11:00:00,No data,V ugm-3 (TEOM FDMS)
28/07/2017,12:00:00,No data,V ugm-3 (TEOM FDMS)
28/07/2017,13:00:00,No data,V ugm-3 (TEOM FDMS)
28/07/2017,14:00:00,No data,V ugm-3 (TEOM FDMS)
28/07/2017,15:00:00,No data,V ugm-3 (TEOM FDMS)
28/07/2017,16:00:00,No data,V ugm-3 (TEOM FDMS)
28/07/2017,17:00:00,No data,V ugm-3 (TEOM FDMS)
28/07/2017,18:00:00,No data,V ugm-3 (TEOM FDMS)
28/07/2017,19:00:00,No data,V ugm-3 (TEOM FDMS)
28/07/2017,20:00:00,No data,V ugm-3 (TEOM FDMS)
28/07/2017,21:00:00,No data,V ugm-3 (TEOM FDMS)
28/07/2017,22:00:00,No data,V ugm-3 (TEOM FDMS)
28/07/2017,23:00:00,No data,V ugm-3 (TEOM FDMS)
28/07/2017,24:00:00,No data,V ugm-3 (TEOM FDMS)
29/07/2017,01:00:00,No data,V ugm-3 (TEOM FDMS)
29/07/2017,02:00:00,No data,V ugm-3 (TEOM FDMS)
29/07/2017,03:00:00,No data,V ugm-3 (TEOM FDMS)
29/07/2017,04:00:00,No data,V ugm-3 (TEOM FDMS)
29/07/2017,05:00:00,No data,V ugm-3 (TEOM FDMS)
29/07/2017,06:00:00,No data,V ugm-3 (TEOM FDMS)
29/07/2017,07:00:00,No data,V ugm-3 (TEOM FDMS)
29/07/2017,08:00:00,No data,V ugm-3 (TEOM FDMS)
29/07/2017,09:00:00,No data,V ugm-3 (TEOM FDMS)
29/07/2017,10:00:00,No data,V ugm-3 (TEOM FDMS)
29/07/2017,11:00:00,No data,V ugm-3 (TEOM FDMS)
29/07/2017,12:00:00,No data,V ugm-3 (TEOM FDMS)
29/07/2017,13:00:00,No data,V ugm-3 (TEOM FDMS)
29/07/2017,14:00:00,No data,V ugm-3 (TEOM FDMS)
29/07/2017,15:00:00,No data,V ugm-3 (TEOM FDMS)
29/07/2017,16:00:00,No data,V ugm-3 (TEOM FDMS)
29/07/2017,17:00:00,No data,V ugm-3 (TEOM FDMS)
29/07/2017,18:00:00,No data,V ugm-3 (TEOM FDMS)
29/07/2017,19:00:00,No data,V ugm-3 (TEOM FDMS)
29/07/2017,20:00:00,No data,V ugm-3 (TEOM FDMS)
29/07/2017,21:00:00,No data,V ugm-3 (TEOM FDMS)
29/07/2017,22:00:00,No data,V ugm-3 (TEOM FDMS)
29/07/2017,23:00:00,No data,V ugm-3 (TEOM FDMS)
29/07/2017,24:00:00,No data,V ugm-3 (TEOM FDMS)
30/07/2017,01:00:00,No data,V ugm-3 (TEOM FDMS)
30/07/2017,02:00:00,No data,V ugm-3 (TEOM FDMS)
30/07/2017,03:00:00,No data,V ugm-3 (TEOM FDMS)
30/07/2017,04:00:00,No data,V ugm-3 (TEOM FDMS)
30/07/2017,05:00:00,No data,V ugm-3 (TEOM FDMS)
30/07/2017,06:00:00,No data,V ugm-3 (TEOM FDMS)
30/07/2017,07:00:00,No data,V ugm-3 (TEOM FDMS)
30/07/2017,08:00:00,No data,V ugm-3 (TEOM FDMS)
30/07/2017,09:00:00,No data,V ugm-3 (TEOM FDMS)
30/07/2017,10:00:00,No data,V ugm-3 (TEOM FDMS)
30/07/2017,11:00:00,No data,V ugm-3 (TEOM FDMS)
30/07/2017,12:00:00,No data,V ugm-3 (TEOM FDMS)
30/07/2017,13:00:00,No data,V ugm-3 (TEOM FDMS)
30/07/2017,14:00:00,No data,V ugm-3 (TEOM FDMS)
30/07/2017,15:00:00,No data,V ugm-3 (TEOM FDMS)
30/07/2017,16:00:00,No data,V ugm-3 (TEOM FDMS)
30/07/2017,17:00:00,No data,V ugm-3 (TEOM FDMS)
30/07/2017,18:00:00,No data,V ugm-3 (TEOM FDMS)
30/07/2017,19:00:00,No data,V ugm-3 (TEOM FDMS)
30/07/2017,20:00:00,No data,V ugm-3 (TEOM FDMS)
30/07/2017,21:00:00,No data,V ugm-3 (TEOM FDMS)
30/07/2017,22:00:00,No data,V ugm-3 (TEOM FDMS)
30/07/2017,23:00:00,No data,V ugm-3 (TEOM FDMS)
