Code,LocalAuthority,Year,Indicator,Numerator,Denominator
C&L01,Eilean Siar,2020-21,47.26955073,1372.14737,29028
C&L01,Eilean Siar,2021-22,10.00222872,1380.872796,138056
C&L01,Falkirk,2010-11,6.100191016,5742.83768,941279
C&L01,Falkirk,2011-12,6.799574878,6441.645939,947363
C&L01,Falkirk,2012-13,6.470211252,6839.12915,1057020
C&L01,Falkirk,2013-14,6.072731617,6589.420888,1085083
C&L01,Falkirk,2014-15,6.154163513,6303.896003,1024333
C&L01,Falkirk,2015-16,5.610719624,5908.400155,1053051
C&L01,Falkirk,2016-17,4.875536355,5676.292629,1164242
C&L01,Falkirk,2017-18,4.658932575,5428.516854,1165191
C&L01,Falkirk,2018-19,4.543784011,5367.717067,1181335
C&L01,Falkirk,2019-20,4.095603829,4773.088514,1165420
C&L01,Falkirk,2020-21,83.57845943,5740.030099,68678
C&L01,Falkirk,2021-22,7.919672787,5920.167378,747524
C&L01,Fife,2010-11,4.658327685,11343.95297,2432587
C&L01,Fife,2011-12,3.383457646,8640.255211,2553684
C&L01,Fife,2012-13,2.887166196,7768.546214,2690722
C&L01,Fife,2013-14,3.154583381,8982.506829,2847445
C&L01,Fife,2014-15,2.906465869,8709.980739,2996768
C&L01,Fife,2015-16,2.648022442,8074.470631,3049232
C&L01,Fife,2016-17,2.617016136,7924.672475,3028139
C&L01,Fife,2017-18,2.653158636,7605.858804,2866734
C&L01,Fife,2018-19,2.250683854,6351.996175,2822259
C&L01,Fife,2019-20,2.598789962,7254.504229,2791499
C&L01,Fife,2020-21,37.31662078,9317.670886,249691
C&L01,Fife,2021-22,4.677634302,8686.908892,1857109
C&L01,Glasgow City,2010-11,9.18109557,41859.86426,4558310
C&L01,Glasgow City,2011-12,7.166003976,36993.93801,5162438
C&L01,Glasgow City,2012-13,6.700519392,37991.85629,5669998
C&L01,Glasgow City,2013-14,7.37365504,46014.26112,6240357
C&L01,Glasgow City,2014-15,5.312009747,31728.80479,5973048
C&L01,Glasgow City,2015-16,5.500713403,31836.0923,5787604
C&L01,Glasgow City,2016-17,5.413854146,32182.80152,5944539
C&L01,Glasgow City,2017-18,5.216470837,31421.4294,6023536
C&L01,Glasgow City,2018-19,4.821601347,31911.98893,6618563
C&L01,Glasgow City,2019-20,5.207826434,34294.50606,6585200
C&L01,Glasgow City,2020-21,229.4826657,46447.75294,202401
C&L01,Glasgow City,2021-22,17.00903863,41747.92125,2454446
C&L01,Highland,2010-11,4.103764865,8961.784465,2185899
C&L01,Highland,2011-12,3.454922758,8414.445534,2435502
C&L01,Highland,2012-13,2.94527662,7504.358521,2547935
C&L01,Highland,2013-14,1.899712208,4701.24467,2474713
C&L01,Highland,2014-15,2.144603966,5371.13562,2504495
C&L01,Highland,2015-16,1.948900855,5179.137377,2657454
C&L01,Highland,2016-17,1.812869498,4302.22061,2373160
C&L01,Highland,2017-18,1.843391526,4529.442793,2457138
C&L01,Highland,2018-19,1.67694139,4202.321977,2505951
C&L01,Highland,2019-20,1.897432158,4632.88958,2441668
C&L01,Highland,2020-21,25.64966155,6300.383475,245631
C&L01,Highland,2021-22,6.726464743,7321.023861,1088387
C&L01,Inverclyde,2010-11,1.774601023,1965.627918,1105023
C&L01,Inverclyde,2011-12,2.057692948,2170.68657,1054916
C&L01,Inverclyde,2012-13,2.292286243,2371.739063,1034663
C&L01,Inverclyde,2013-14,2.5752521,2752.572355,1068855
C&L01,Inverclyde,2014-15,1.748314446,1741.306066,995994
C&L01,Inverclyde,2015-16,2.216248004,2440.401302,1101136
C&L01,Inverclyde,2016-17,2.030147112,2521.181776,1241874
C&L01,Inverclyde,2017-18,2.713719917,3322.61722,1224384
C&L01,Inverclyde,2018-19,1.653105494,2065.584635,1249521
C&L01,Inverclyde,2019-20,1.176003294,1445.208558,1228918
C&L01,Inverclyde,2020-21,9.98676232,2861.291599,286507
C&L01,Inverclyde,2021-22,2.764841799,2333.095498,843841
C&L01,Midlothian,2010-11,4.535091503,3996.571372,882358
C&L01,Midlothian,2011-12,3.066156194,2798.340349,912657
C&L01,Midlothian,2012-13,4.00192418,3789.070335,946814
C&L01,Midlothian,2013-14,3.236035995,3159.757615,976428
C&L01,Midlothian,2014-15,3.434726646,3149.072661,916836
C&L01,Midlothian,2015-16,3.848546781,3456.568402,898145
C&L01,Midlothian,2016-17,3.972032912,3372.010748,848940
C&L01,Midlothian,2017-18,4.717216284,3644.657196,772633
C&L01,Midlothian,2018-19,3.654628894,3331.240357,911515
C&L01,Midlothian,2019-20,3.286828595,2970.530793,903770
C&L01,Midlothian,2020-21,94.21953155,5163.256111,54800
C&L01,Midlothian,2021-22,19.39669174,2933.605303,151242
C&L01,Moray,2010-11,2.563312589,2313.155864,900956
C&L01,Moray,2011-12,2.677133587,2516.685268,940070
C&L01,Moray,2012-13,2.866247562,2707.328835,944557
C&L01,Moray,2013-14,2.53633168,2587.371479,1020123
C&L01,Moray,2014-15,2.387587423,2430.237594,1017866
C&L01,Moray,2015-16,2.081582829,2179.787018,1047173
C&L01,Moray,2016-17,2.173566904,2220.428828,1021562
C&L01,Moray,2017-18,2.103049814,2030.060869,965299
C&L01,Moray,2018-19,2.137109425,1924.357293,900451
C&L01,Moray,2019-20,0.92100907,994.0420645,1079299
C&L01,Moray,2020-21,19.20438193,2516.458752,131035
C&L01,Moray,2021-22,2.659939866,1605.689279,603654
C&L01,North Ayrshire,2010-11,4.941770904,5219.081024,1056094
C&L01,North Ayrshire,2011-12,4.503982353,5157.201649,1145035
C&L01,North Ayrshire,2012-13,3.206627714,4601.864003,1435113
C&L01,North Ayrshire,2013-14,2.613420537,4232.399928,1619486
C&L01,North Ayrshire,2014-15,2.467448445,4438.375237,1798776
C&L01,North Ayrshire,2015-16,2.363495131,4520.743395,1912728
C&L01,North Ayrshire,2016-17,3.70968271,7023.531672,1893301
C&L01,North Ayrshire,2017-18,2.28391359,5051.521252,2211795
C&L01,North Ayrshire,2018-19,1.877034808,4228.195689,2252599
C&L01,North Ayrshire,2019-20,1.887029226,4134.287356,2190902
C&L01,North Ayrshire,2020-21,51.67612092,5245.35917,101504
C&L01,North Ayrshire,2021-22,11.46385687,5290.681226,461508
C&L01,North Lanarkshire,2010-11,4.917123668,14829.09137,3016037
C&L01,North Lanarkshire,2011-12,3.808436795,13626.27856,3577930
C&L01,North Lanarkshire,2012-13,3.02530387,12663.15874,4185756
C&L01,North Lanarkshire,2013-14,2.59510321,11295.3191,4352549
C&L01,North Lanarkshire,2014-15,2.737917805,13056.34509,4768726
C&L01,North Lanarkshire,2015-16,3.188069874,14267.48902,4475255
C&L01,North Lanarkshire,2016-17,2.169312494,10671.69847,4919402
C&L01,North Lanarkshire,2017-18,1.995778849,9218.256906,4618902
C&L01,North Lanarkshire,2018-19,1.979436424,8862.824263,4477460
C&L01,North Lanarkshire,2019-20,1.977615467,8268.574713,4181092
C&L01,North Lanarkshire,2020-21,30.08608173,11747.92143,390475
C&L01,North Lanarkshire,2021-22,3.154705451,5909.17635,1873124
C&L01,Orkney Islands,2010-11,4.374884466,1478.842321,337980
C&L01,Orkney Islands,2011-12,4.488510019,1517.53815,338095
C&L01,Orkney Islands,2012-13,1.850730335,759.2421086,410240
C&L01,Orkney Islands,2013-14,1.368346341,606.1243437,442961
C&L01,Orkney Islands,2014-15,1.39970845,508.3601594,363191
C&L01,Orkney Islands,2015-16,1.616328501,618.3874025,382586
C&L01,Orkney Islands,2016-17,1.307747995,519.8889251,397546
C&L01,Orkney Islands,2017-18,1.180597385,514.3846705,435701
C&L01,Orkney Islands,2018-19,1.164117714,533.6452999,458413
C&L01,Orkney Islands,2019-20,1.274202533,560.7957352,440116
C&L01,Orkney Islands,2020-21,7.34628044,487.4869117,66358
C&L01,Orkney Islands,2021-22,2.673287184,573.531827,214541
C&L01,Perth & Kinross,2010-11,5.065007086,5630.692137,1110912
C&L01,Perth & Kinross,2011-12,5.04590881,6005.808983,1190237
C&L01,Perth & Kinross,2012-13,4.849104148,6232.211477,1285232
C&L01,Perth & Kinross,2013-14,4.822009773,5992.603636,1242760
C&L01,Perth & Kinross,2014-15,5.675118953,6667.339013,1174840
C&L01,Perth & Kinross,2015-16,5.556782575,6381.620829,1148433
C&L01,Perth & Kinross,2016-17,5.128593612,5991.580106,1168272
C&L01,Perth & Kinross,2017-18,5.212179671,6024.235853,1155806
C&L01,Perth & Kinross,2018-19,4.194486876,5366.638995,1279454
C&L01,Perth & Kinross,2019-20,4.0901969,4949.127776,1210000
C&L01,Perth & Kinross,2020-21,114.5115892,5112.967987,44650
C&L01,Perth & Kinross,2021-22,9.715140705,4909.991982,505394
C&L01,Renfrewshire,2010-11,2.772814098,4494.448287,1620261
C&L01,Renfrewshire,2011-12,2.731160975,4546.544297,1664698
C&L01,Renfrewshire,2012-13,2.804037339,5056.45724,1803281
C&L01,Renfrewshire,2013-14,3.536972608,8923.174119,2522827
C&L01,Renfrewshire,2014-15,2.418830154,4963.987438,2052232
C&L01,Renfrewshire,2015-16,2.292223598,4685.341891,2044007
C&L01,Renfrewshire,2016-17,2.292620276,5535.419501,2414456
C&L01,Renfrewshire,2017-18,2.288797314,4576.704633,1999622
C&L01,Renfrewshire,2018-19,1.346826397,2908.636402,2159628
C&L01,Renfrewshire,2019-20,1.694268004,3125.487509,1844746
C&L01,Renfrewshire,2020-21,35.2539625,3684.374764,104509
C&L01,Renfrewshire,2021-22,5.719768923,3848.858184,672902
C&L01,Scottish Borders,2010-11,3.894263356,2859.095154,734048
C&L01,Scottish Borders,2011-12,3.182827169,2587.099038,812833
