LocalAuthority,IndicatorCode,Year,IndicatorCash_LA,NumeratorCash_LA,DenominatorCash_LA
East Dunbartonshire,CHN12b,2021-22,1064.00,,
East Dunbartonshire,CHN12c,2011-12,764.00,,
East Dunbartonshire,CHN12c,2012-13,857.00,,
East Dunbartonshire,CHN12c,2013-14,848.00,,
East Dunbartonshire,CHN12c,2014-15,936.00,,
East Dunbartonshire,CHN12c,2015-16,973.00,,
East Dunbartonshire,CHN12c,2016-17,1072.00,,
East Dunbartonshire,CHN12c,2017-18,1012.00,,
East Dunbartonshire,CHN12c,2018-19,1063.00,,
East Dunbartonshire,CHN12c,2019-20,1124.00,,
East Dunbartonshire,CHN12c,2020-21,1129.00,,
East Dunbartonshire,CHN12c,2021-22,1048.00,,
East Dunbartonshire,CHN12d,2011-12,956.00,,
East Dunbartonshire,CHN12d,2012-13,1102.00,,
East Dunbartonshire,CHN12d,2013-14,1046.00,,
East Dunbartonshire,CHN12d,2014-15,1196.00,,
East Dunbartonshire,CHN12d,2015-16,1150.00,,
East Dunbartonshire,CHN12d,2016-17,1155.00,,
East Dunbartonshire,CHN12d,2017-18,1266.00,,
East Dunbartonshire,CHN12d,2018-19,1104.00,,
East Dunbartonshire,CHN12d,2019-20,1240.00,,
East Dunbartonshire,CHN12d,2020-21,1232.00,,
East Dunbartonshire,CHN12d,2021-22,1168.00,,
East Dunbartonshire,CHN12e,2011-12,1154.00,,
East Dunbartonshire,CHN12e,2012-13,1195.00,,
East Dunbartonshire,CHN12e,2013-14,1155.00,,
East Dunbartonshire,CHN12e,2014-15,1167.00,,
East Dunbartonshire,CHN12e,2015-16,1268.00,,
East Dunbartonshire,CHN12e,2016-17,1395.00,,
East Dunbartonshire,CHN12e,2017-18,1369.00,,
East Dunbartonshire,CHN12e,2018-19,1326.00,,
East Dunbartonshire,CHN12e,2019-20,1379.00,,
East Dunbartonshire,CHN12e,2020-21,1434.00,,
East Dunbartonshire,CHN12e,2021-22,1443.00,,
East Dunbartonshire,CHN12f,2011-12,1255.00,,
East Dunbartonshire,CHN12f,2012-13,1332.00,,
East Dunbartonshire,CHN12f,2013-14,1336.00,,
East Dunbartonshire,CHN12f,2014-15,1368.00,,
East Dunbartonshire,CHN12f,2015-16,1446.00,,
East Dunbartonshire,CHN12f,2016-17,1460.00,,
East Dunbartonshire,CHN12f,2017-18,1456.00,,
East Dunbartonshire,CHN12f,2018-19,1388.00,,
East Dunbartonshire,CHN12f,2019-20,1515.00,,
East Dunbartonshire,CHN12f,2020-21,1561.00,,
East Dunbartonshire,CHN12f,2021-22,1555.00,,
East Dunbartonshire,CHN13a,2018-19,0.84,,
East Dunbartonshire,CHN13a,2020-21,0.80,,
East Dunbartonshire,CHN13a,2021-22,0.82,,
East Dunbartonshire,CHN13b,2018-19,0.89,,
East Dunbartonshire,CHN13b,2020-21,0.86,,
East Dunbartonshire,CHN13b,2021-22,0.86,,
East Dunbartonshire,CHN14a,2018-19,19.85,,
East Dunbartonshire,CHN14a,2020-21,25.98,,
East Dunbartonshire,CHN14a,2021-22,25.72,,
East Dunbartonshire,CHN14b,2018-19,14.75,,
East Dunbartonshire,CHN14b,2020-21,17.78,,
East Dunbartonshire,CHN14b,2021-22,20.77,,
East Dunbartonshire,CHN17,2013-14,0.83,,
East Dunbartonshire,CHN17,2014-15,0.80,,
East Dunbartonshire,CHN17,2015-16,0.84,,
East Dunbartonshire,CHN17,2016-17,0.86,,
East Dunbartonshire,CHN17,2017-18,0.85,,
East Dunbartonshire,CHN17,2018-19,0.86,,
East Dunbartonshire,CHN17,2019-20,0.85,,
East Dunbartonshire,CHN17,2020-21,0.83,,
East Dunbartonshire,CHN17,2021-22,0.80,,
East Dunbartonshire,CHN18,2010-11,0.80,,
East Dunbartonshire,CHN18,2011-12,0.90,,
East Dunbartonshire,CHN18,2012-13,0.93,,
East Dunbartonshire,CHN18,2013-14,0.93,,
East Dunbartonshire,CHN18,2014-15,0.95,,
East Dunbartonshire,CHN18,2015-16,0.96,,
East Dunbartonshire,CHN18,2016-17,0.98,,
East Dunbartonshire,CHN18,2017-18,1.00,,
East Dunbartonshire,CHN18,2018-19,1.00,,
East Dunbartonshire,CHN18,2019-20,1.00,,
East Dunbartonshire,CHN18,2020-21,0.95,,
East Dunbartonshire,CHN18,2021-22,0.95,,
East Dunbartonshire,CHN19a,2010-11,0.95,,
East Dunbartonshire,CHN19a,2012-13,0.95,,
East Dunbartonshire,CHN19a,2014-15,0.95,,
East Dunbartonshire,CHN19a,2016-17,0.95,,
East Dunbartonshire,CHN19a,2018-19,0.95,,
East Dunbartonshire,CHN19a,2020-21,0.94,,
East Dunbartonshire,CHN19b,2010-11,0.88,,
East Dunbartonshire,CHN19b,2012-13,0.89,,
East Dunbartonshire,CHN19b,2014-15,0.91,,
East Dunbartonshire,CHN19b,2016-17,0.90,,
East Dunbartonshire,CHN19b,2018-19,0.91,,
East Dunbartonshire,CHN19b,2020-21,0.90,,
East Dunbartonshire,CHN20a,2010-11,32.30,,
East Dunbartonshire,CHN20a,2012-13,22.00,,
East Dunbartonshire,CHN20a,2014-15,11.40,,
East Dunbartonshire,CHN20a,2016-17,9.85,,
East Dunbartonshire,CHN20a,2018-19,9.00,,
East Dunbartonshire,CHN20a,2020-21,6.81,,
East Dunbartonshire,CHN20b,2010-11,442.48,,
East Dunbartonshire,CHN20b,2012-13,251.85,,
East Dunbartonshire,CHN20b,2014-15,71.90,,
East Dunbartonshire,CHN20b,2016-17,40.27,,
East Dunbartonshire,CHN20b,2018-19,198.58,,
East Dunbartonshire,CHN20b,2020-21,148.65,,
East Dunbartonshire,CHN21,2015-16,0.96,,
East Dunbartonshire,CHN21,2016-17,0.96,,
East Dunbartonshire,CHN21,2017-18,0.96,,
East Dunbartonshire,CHN21,2018-19,0.97,,
East Dunbartonshire,CHN21,2019-20,0.96,,
East Dunbartonshire,CHN21,2020-21,0.97,,
East Dunbartonshire,CHN21,2021-22,0.97,,
East Dunbartonshire,CHN21,2022-23,0.97,,
East Dunbartonshire,CHN22,2012-13,0.16,,
East Dunbartonshire,CHN22,2013-14,0.04,,
East Dunbartonshire,CHN22,2014-15,0.03,,
East Dunbartonshire,CHN22,2015-16,0.04,,
East Dunbartonshire,CHN22,2016-17,0.14,,
East Dunbartonshire,CHN22,2017-18,0.07,,
East Dunbartonshire,CHN22,2018-19,0.10,,
East Dunbartonshire,CHN22,2019-20,0.11,,
East Dunbartonshire,CHN22,2020-21,0.00,,
East Dunbartonshire,CHN22,2021-22,0.09,,
East Dunbartonshire,CHN23,2010-11,0.20,,
East Dunbartonshire,CHN23,2011-12,0.14,,
East Dunbartonshire,CHN23,2012-13,0.22,,
East Dunbartonshire,CHN23,2013-14,0.18,,
East Dunbartonshire,CHN23,2014-15,0.24,,
East Dunbartonshire,CHN23,2015-16,0.22,,
East Dunbartonshire,CHN23,2016-17,0.22,,
East Dunbartonshire,CHN23,2017-18,0.25,,
East Dunbartonshire,CHN23,2018-19,0.13,,
East Dunbartonshire,CHN23,2019-20,0.21,,
East Dunbartonshire,CHN23,2020-21,0.18,,
East Dunbartonshire,CHN23,2021-22,0.13,,
East Dunbartonshire,CHN24,2014-15,0.15,,
East Dunbartonshire,CHN24,2015-16,0.16,,
East Dunbartonshire,CHN24,2016-17,0.17,,
East Dunbartonshire,CHN24,2017-18,0.17,,
East Dunbartonshire,CHN24,2018-19,0.15,,
East Dunbartonshire,CHN24,2019-20,0.16,,
East Dunbartonshire,CHN24,2020-21,0.12,,
East Dunbartonshire,CHN24,2021-22,0.15,,
East Dunbartonshire,CLIM01,2010-11,5.37,,
East Dunbartonshire,CLIM01,2011-12,4.93,,
East Dunbartonshire,CLIM01,2012-13,4.94,,
East Dunbartonshire,CLIM01,2013-14,4.81,,
East Dunbartonshire,CLIM01,2014-15,4.33,,
East Dunbartonshire,CLIM01,2015-16,4.20,,
East Dunbartonshire,CLIM01,2016-17,3.92,,
East Dunbartonshire,CLIM01,2017-18,3.86,,
East Dunbartonshire,CLIM01,2018-19,3.68,,
East Dunbartonshire,CLIM01,2019-20,3.57,,
East Dunbartonshire,CLIM01,2020-21,3.22,,
East Dunbartonshire,CLIM01,2021-22,3.54,,
East Dunbartonshire,CLIM02,2010-11,5.23,,
East Dunbartonshire,CLIM02,2011-12,4.80,,
East Dunbartonshire,CLIM02,2012-13,4.81,,
East Dunbartonshire,CLIM02,2013-14,4.67,,
East Dunbartonshire,CLIM02,2014-15,4.20,,
East Dunbartonshire,CLIM02,2015-16,4.07,,
East Dunbartonshire,CLIM02,2016-17,3.79,,
East Dunbartonshire,CLIM02,2017-18,3.68,,
East Dunbartonshire,CLIM02,2018-19,3.55,,
East Dunbartonshire,CLIM02,2019-20,3.43,,
East Dunbartonshire,CLIM02,2020-21,3.09,,
East Dunbartonshire,CLIM02,2021-22,3.40,,
East Dunbartonshire,CORP01,2010-11,0.06,16161.00,260230.00
East Dunbartonshire,CORP01,2011-12,0.05,12645.00,253708.00
East Dunbartonshire,CORP01,2012-13,0.05,12938.00,257897.00
East Dunbartonshire,CORP01,2013-14,0.05,13168.00,263771.00
East Dunbartonshire,CORP01,2014-15,0.05,13205.00,269010.00
East Dunbartonshire,CORP01,2015-16,0.05,13571.00,272017.00
East Dunbartonshire,CORP01,2016-17,0.05,14345.00,275137.00
East Dunbartonshire,CORP01,2017-18,0.05,14257.00,273356.00
East Dunbartonshire,CORP01,2018-19,0.04,12453.00,277537.00
East Dunbartonshire,CORP01,2019-20,0.04,12280.00,289664.00
East Dunbartonshire,CORP01,2020-21,0.04,11817.00,315630.00
East Dunbartonshire,CORP01,2021-22,0.04,12632.00,333173.00
East Dunbartonshire,CORP03b,2010-11,0.44,76.00,171.00
East Dunbartonshire,CORP03b,2011-12,0.47,75.00,159.00
East Dunbartonshire,CORP03b,2012-13,0.50,76.00,153.00
East Dunbartonshire,CORP03b,2013-14,0.50,71.00,141.00
East Dunbartonshire,CORP03b,2014-15,0.54,78.00,145.00
East Dunbartonshire,CORP03b,2015-16,0.54,75.00,138.00
East Dunbartonshire,CORP03b,2016-17,0.59,93.00,157.00
East Dunbartonshire,CORP03b,2017-18,0.63,102.00,161.00
East Dunbartonshire,CORP03b,2018-19,0.58,86.00,148.00
East Dunbartonshire,CORP03b,2019-20,0.62,102.00,164.00
East Dunbartonshire,CORP03b,2020-21,0.58,106.00,182.00
East Dunbartonshire,CORP03b,2021-22,0.60,115.00,193.00
East Dunbartonshire,CORP03b,2022-23,0.61,112.00,183.00
East Dunbartonshire,CORP03c,2015-16,0.07,16.03,14.95
East Dunbartonshire,CORP03c,2016-17,0.06,16.57,15.65
East Dunbartonshire,CORP03c,2017-18,0.06,16.69,15.77
East Dunbartonshire,CORP03c,2018-19,0.06,16.58,15.53
East Dunbartonshire,CORP03c,2019-20,0.06,17.43,16.36
East Dunbartonshire,CORP03c,2020-21,0.06,17.76,16.76
East Dunbartonshire,CORP03c,2021-22,0.04,17.65,16.98
East Dunbartonshire,CORP03c,2022-23,0.04,19.42,18.60
East Dunbartonshire,CORP04,2010-11,8.38,371330.00,44303.00
East Dunbartonshire,CORP04,2011-12,9.08,403387.00,44422.00
East Dunbartonshire,CORP04,2012-13,9.01,403661.00,44808.00
East Dunbartonshire,CORP04,2013-14,8.10,365010.00,45075.00
East Dunbartonshire,CORP04,2014-15,4.65,211504.00,45527.00
East Dunbartonshire,CORP04,2015-16,4.83,221868.00,45889.00
East Dunbartonshire,CORP04,2016-17,4.89,225954.00,46252.00
East Dunbartonshire,CORP04,2017-18,6.12,284815.00,46560.00
East Dunbartonshire,CORP04,2018-19,6.29,294628.00,46832.00
East Dunbartonshire,CORP04,2019-20,6.48,305852.00,47187.00
East Dunbartonshire,CORP04,2020-21,9.98,473450.00,47437.00
East Dunbartonshire,CORP04,2021-22,8.94,427156.00,47784.00
East Dunbartonshire,CORP04,2022-23,8.43,405041.00,48039.00
East Dunbartonshire,CORP06a,2010-11,4.78,5904.00,1236.00
East Dunbartonshire,CORP06a,2011-12,7.75,8419.00,1087.00
East Dunbartonshire,CORP06a,2012-13,6.67,6854.00,1028.00
East Dunbartonshire,CORP06a,2013-14,6.92,7242.00,1046.00
East Dunbartonshire,CORP06a,2014-15,6.14,7015.00,1142.00
East Dunbartonshire,CORP06a,2015-16,6.40,7207.00,1125.00
East Dunbartonshire,CORP06a,2016-17,5.27,6657.00,1263.00
East Dunbartonshire,CORP06a,2017-18,4.96,6410.00,1293.00
East Dunbartonshire,CORP06a,2018-19,5.24,6874.00,1311.00
East Dunbartonshire,CORP06a,2019-20,5.34,7083.00,1327.00
East Dunbartonshire,CORP06a,2020-21,3.29,4635.00,1407.00
East Dunbartonshire,CORP06a,2021-22,5.36,7921.00,1478.00
East Dunbartonshire,CORP06a,2022-23,5.08,7567.00,1491.00
East Dunbartonshire,CORP06b,2010-11,11.93,29908.00,2507.00
East Dunbartonshire,CORP06b,2011-12,16.05,38603.00,2405.00
East Dunbartonshire,CORP06b,2012-13,13.78,32346.00,2347.00
East Dunbartonshire,CORP06b,2013-14,13.07,30934.00,2367.00
East Dunbartonshire,CORP06b,2014-15,12.68,30921.00,2439.00
East Dunbartonshire,CORP06b,2015-16,11.65,28306.00,2429.00
East Dunbartonshire,CORP06b,2016-17,11.81,29522.00,2499.00
East Dunbartonshire,CORP06b,2017-18,11.77,29962.00,2546.00
East Dunbartonshire,CORP06b,2018-19,13.62,35041.00,2573.00
East Dunbartonshire,CORP06b,2019-20,11.48,30319.00,2641.00
East Dunbartonshire,CORP06b,2020-21,8.58,23799.00,2774.00
East Dunbartonshire,CORP06b,2021-22,12.02,35673.00,2968.00
East Dunbartonshire,CORP06b,2022-23,13.43,40599.00,3023.00
East Dunbartonshire,CORP07,2010-11,0.97,46890875.00,48548001.00
East Dunbartonshire,CORP07,2011-12,0.97,47138451.00,48818771.00
East Dunbartonshire,CORP07,2012-13,0.97,47465451.00,49146714.00
East Dunbartonshire,CORP07,2013-14,0.96,47801996.00,49697961.00
East Dunbartonshire,CORP07,2014-15,0.97,48816574.00,50544909.00
East Dunbartonshire,CORP07,2015-16,0.97,49660084.00,51349106.00
East Dunbartonshire,CORP07,2016-17,0.97,50424791.00,52071773.00
East Dunbartonshire,CORP07,2017-18,0.97,57207296.00,58980873.00
East Dunbartonshire,CORP07,2018-19,0.97,59366737.00,61335620.00
East Dunbartonshire,CORP07,2019-20,0.97,62486449.00,64406920.00
East Dunbartonshire,CORP07,2020-21,0.97,64591405.00,66800574.00
East Dunbartonshire,CORP07,2021-22,0.97,65889080.00,67612286.00
East Dunbartonshire,CORP07,2022-23,0.98,68336013.00,69921667.00
East Dunbartonshire,CORP08,2010-11,0.74,67649.00,91473.00
East Dunbartonshire,CORP08,2011-12,0.85,521.00,611.00
East Dunbartonshire,CORP08,2012-13,0.86,62664.00,73149.00
East Dunbartonshire,CORP08,2013-14,0.93,68693.00,74154.00
East Dunbartonshire,CORP08,2014-15,0.92,64917.00,70707.00
East Dunbartonshire,CORP08,2015-16,0.86,59505.00,68912.00
East Dunbartonshire,CORP08,2016-17,0.81,57254.00,70938.00
East Dunbartonshire,CORP08,2017-18,0.90,63219.00,69929.00
East Dunbartonshire,CORP08,2018-19,0.91,65673.00,72361.00
East Dunbartonshire,CORP08,2019-20,0.94,68525.00,72692.00
East Dunbartonshire,CORP08,2020-21,0.94,56024.00,59324.00
East Dunbartonshire,CORP08,2021-22,0.93,70075.00,74995.00
East Dunbartonshire,CORP08,2022-23,0.92,81749.00,88861.00
East Dunbartonshire,CORP11,2013-14,0.73,244398.00,336815.00
East Dunbartonshire,CORP11,2014-15,0.98,419202.00,429232.00
East Dunbartonshire,CORP11,2015-16,0.85,294530.00,346845.00
East Dunbartonshire,CORP11,2016-17,0.95,380346.00,400253.00
East Dunbartonshire,CORP11,2017-18,1.10,417968.00,381254.00
East Dunbartonshire,CORP11,2018-19,1.07,403221.00,375991.00
East Dunbartonshire,CORP11,2019-20,1.02,382176.00,375991.00
East Dunbartonshire,CORP11,2020-21,0.91,593601.00,655685.00
East Dunbartonshire,CORP11,2021-22,1.23,590755.00,481532.00
East Dunbartonshire,CORP11,2022-23,1.39,624645.00,448991.00
East Dunbartonshire,CORP12,2017-18,1.36,680264.00,499616.00
East Dunbartonshire,CORP12,2018-19,1.21,663232.00,549133.00
East Dunbartonshire,CORP12,2019-20,0.99,573282.00,581214.00
East Dunbartonshire,CORP12,2020-21,0.88,636484.00,722606.00
East Dunbartonshire,CORP12,2021-22,0.92,704192.00,764647.62
East Dunbartonshire,CORP12,2022-23,0.87,723007.00,828190.00
East Dunbartonshire,CORP-ASSET01,2010-11,0.62,64.00,104.00
East Dunbartonshire,CORP-ASSET01,2011-12,0.61,59.00,96.00
East Dunbartonshire,CORP-ASSET01,2012-13,0.64,62.00,97.00
East Dunbartonshire,CORP-ASSET01,2013-14,0.70,66.00,94.00
East Dunbartonshire,CORP-ASSET01,2014-15,0.72,69.00,96.00
East Dunbartonshire,CORP-ASSET01,2015-16,0.78,91.00,116.00
East Dunbartonshire,CORP-ASSET01,2016-17,0.83,91.00,110.00
East Dunbartonshire,CORP-ASSET01,2017-18,0.83,89.00,107.00
East Dunbartonshire,CORP-ASSET01,2018-19,0.81,85.00,105.00
East Dunbartonshire,CORP-ASSET01,2019-20,0.83,89.00,107.00
East Dunbartonshire,CORP-ASSET01,2020-21,0.84,92.00,110.00
East Dunbartonshire,CORP-ASSET01,2021-22,0.84,92.00,109.00
East Dunbartonshire,CORP-ASSET01,2022-23,0.86,92.00,107.00
East Dunbartonshire,CORP-ASSET02,2010-11,0.98,252401.00,258775.00
East Dunbartonshire,CORP-ASSET02,2011-12,0.98,242927.00,248772.00
East Dunbartonshire,CORP-ASSET02,2012-13,0.98,244518.00,250224.00
East Dunbartonshire,CORP-ASSET02,2013-14,0.96,237032.00,248125.00
East Dunbartonshire,CORP-ASSET02,2014-15,0.94,230441.00,245198.00
East Dunbartonshire,CORP-ASSET02,2015-16,0.95,241120.00,254862.00
East Dunbartonshire,CORP-ASSET02,2016-17,0.98,245655.00,251867.00
East Dunbartonshire,CORP-ASSET02,2017-18,0.98,247476.00,252687.00
East Dunbartonshire,CORP-ASSET02,2018-19,0.93,232903.00,251731.00
East Dunbartonshire,CORP-ASSET02,2019-20,0.92,231990.00,250818.00
East Dunbartonshire,CORP-ASSET02,2020-21,0.93,234964.00,253792.00
East Dunbartonshire,CORP-ASSET02,2021-22,0.93,234834.00,253662.00
East Dunbartonshire,CORP-ASSET02,2022-23,0.89,247116.00,278834.00
East Dunbartonshire,ECON01,2012-13,0.07,206.00,2800.00
East Dunbartonshire,ECON01,2013-14,0.11,294.00,2600.00
East Dunbartonshire,ECON01,2014-15,0.10,244.00,2500.00
East Dunbartonshire,ECON01,2015-16,0.08,163.00,2100.00
East Dunbartonshire,ECON01,2016-17,0.09,153.00,1700.00
East Dunbartonshire,ECON01,2017-18,0.06,115.00,1900.00
East Dunbartonshire,ECON01,2018-19,0.06,103.00,1600.00
East Dunbartonshire,ECON01,2019-20,0.09,110.00,1200.00
East Dunbartonshire,ECON01,2020-21,0.05,87.00,1900.00
East Dunbartonshire,ECON01,2021-22,0.08,112.00,1400.00
East Dunbartonshire,ECON02,2010-11,3231.88,2230.00,690.00
East Dunbartonshire,ECON02,2011-12,2565.28,1788.00,697.00
East Dunbartonshire,ECON02,2012-13,2424.47,1605.00,662.00
East Dunbartonshire,ECON02,2013-14,2627.83,1624.00,618.00
East Dunbartonshire,ECON02,2014-15,2796.15,1742.00,623.00
East Dunbartonshire,ECON02,2015-16,3027.86,1956.00,646.00
East Dunbartonshire,ECON02,2016-17,3709.06,2333.00,629.00
East Dunbartonshire,ECON02,2017-18,3274.68,2289.00,699.00
East Dunbartonshire,ECON02,2018-19,3587.40,2278.00,635.00
East Dunbartonshire,ECON02,2019-20,3833.33,2346.00,612.00
East Dunbartonshire,ECON02,2020-21,3837.59,2552.00,665.00
East Dunbartonshire,ECON02,2021-22,3123.35,2608.00,835.00
East Dunbartonshire,ECON03,2012-13,65.86,,
East Dunbartonshire,ECON03,2013-14,15.55,,
East Dunbartonshire,ECON03,2014-15,14.50,,
East Dunbartonshire,ECON03,2015-16,8.43,,
East Dunbartonshire,ECON03,2016-17,8.54,,
East Dunbartonshire,ECON03,2017-18,8.14,,
East Dunbartonshire,ECON03,2018-19,12.61,,
East Dunbartonshire,ECON03,2019-20,8.43,,
East Dunbartonshire,ECON03,2020-21,8.71,,
East Dunbartonshire,ECON03,2021-22,11.14,,
East Dunbartonshire,ECON03,2022-23,7.43,,
East Dunbartonshire,ECON04,2010-11,0.25,,
East Dunbartonshire,ECON04,2011-12,0.16,,
East Dunbartonshire,ECON04,2012-13,0.16,,
East Dunbartonshire,ECON04,2013-14,0.12,,
East Dunbartonshire,ECON04,2014-15,0.14,,
East Dunbartonshire,ECON04,2015-16,0.11,,
East Dunbartonshire,ECON04,2016-17,0.19,,
East Dunbartonshire,ECON04,2017-18,0.17,,
East Dunbartonshire,ECON04,2018-19,0.17,,
East Dunbartonshire,ECON04,2019-20,0.18,,
East Dunbartonshire,ECON04,2020-21,0.12,,
East Dunbartonshire,ECON04,2021-22,0.12,,
East Dunbartonshire,ECON06,2010-11,26353.03,2756.00,104580.00
East Dunbartonshire,ECON06,2011-12,71244.14,7450.00,104570.00
East Dunbartonshire,ECON06,2012-13,33849.64,3584.00,105880.00
East Dunbartonshire,ECON06,2013-14,32032.87,3391.00,105860.00
East Dunbartonshire,ECON06,2014-15,28483.09,3040.00,106730.00
East Dunbartonshire,ECON06,2015-16,26626.78,2848.00,106960.00
East Dunbartonshire,ECON06,2016-17,38488.00,4139.00,107540.00
East Dunbartonshire,ECON06,2017-18,26875.06,2906.00,108130.00
East Dunbartonshire,ECON06,2018-19,28939.35,3135.00,108330.00
East Dunbartonshire,ECON06,2019-20,40031.30,4349.00,108640.00
East Dunbartonshire,ECON06,2020-21,40505.75,4405.00,108750.00
East Dunbartonshire,ECON06,2021-22,42589.53,4638.00,108900.00
East Dunbartonshire,ECON07,2012-13,0.21,,
East Dunbartonshire,ECON07,2013-14,0.21,,
East Dunbartonshire,ECON07,2014-15,0.21,,
East Dunbartonshire,ECON07,2015-16,0.24,,
East Dunbartonshire,ECON07,2016-17,0.29,,
East Dunbartonshire,ECON07,2017-18,0.19,,
East Dunbartonshire,ECON07,2018-19,0.26,,
East Dunbartonshire,ECON07,2019-20,0.25,,
East Dunbartonshire,ECON07,2020-21,0.28,,
East Dunbartonshire,ECON07,2021-22,0.33,,
East Dunbartonshire,ECON08,2013-14,0.75,,
East Dunbartonshire,ECON08,2014-15,0.83,,
East Dunbartonshire,ECON08,2015-16,0.89,,
East Dunbartonshire,ECON08,2016-17,0.91,,
East Dunbartonshire,ECON08,2017-18,0.95,,
East Dunbartonshire,ECON08,2018-19,0.96,,
East Dunbartonshire,ECON08,2019-20,0.97,,
East Dunbartonshire,ECON08,2020-21,0.97,,
East Dunbartonshire,ECON08,2021-22,0.97,,
East Dunbartonshire,ECON08,2022-23,0.98,,
East Dunbartonshire,ECON09,2014-15,0.08,,
East Dunbartonshire,ECON09,2015-16,0.07,,
East Dunbartonshire,ECON09,2016-17,0.09,,
East Dunbartonshire,ECON09,2017-18,0.09,,
East Dunbartonshire,ECON09,2018-19,0.09,,
East Dunbartonshire,ECON09,2019-20,0.10,,
East Dunbartonshire,ECON09,2020-21,0.10,,
East Dunbartonshire,ECON09,2021-22,0.07,,
East Dunbartonshire,ECON10,2014-15,0.86,,
East Dunbartonshire,ECON10,2015-16,0.93,,
East Dunbartonshire,ECON10,2016-17,0.90,,
East Dunbartonshire,ECON10,2017-18,0.40,,
East Dunbartonshire,ECON10,2018-19,0.38,,
East Dunbartonshire,ECON10,2019-20,0.38,,
East Dunbartonshire,ECON10,2020-21,0.38,,
East Dunbartonshire,ECON10,2021-22,0.25,,
East Dunbartonshire,ECON11,2010-11,10922.61,,
East Dunbartonshire,ECON11,2011-12,11095.24,,
East Dunbartonshire,ECON11,2012-13,11314.70,,
East Dunbartonshire,ECON11,2013-14,11772.49,,
East Dunbartonshire,ECON11,2014-15,12332.49,,
East Dunbartonshire,ECON11,2015-16,12593.49,,
East Dunbartonshire,ECON11,2016-17,12692.95,,
East Dunbartonshire,ECON11,2017-18,13493.02,,
East Dunbartonshire,ECON11,2018-19,13209.64,,
East Dunbartonshire,ECON11,2019-20,13300.81,,
East Dunbartonshire,ECON11,2020-21,11356.32,,
East Dunbartonshire,ECON11,2021-22,12148.76,,
East Dunbartonshire,ENV01a,2012-13,81.69,3703.00,45328.00
East Dunbartonshire,ENV01a,2013-14,97.65,4457.00,45643.00
East Dunbartonshire,ENV01a,2014-15,81.12,3746.00,46180.00
East Dunbartonshire,ENV01a,2015-16,73.48,3418.00,46515.00
East Dunbartonshire,ENV01a,2016-17,78.23,3669.00,46899.00
East Dunbartonshire,ENV01a,2017-18,81.92,3866.00,47192.00
East Dunbartonshire,ENV01a,2018-19,76.89,3607.00,46910.00
East Dunbartonshire,ENV01a,2019-20,85.83,4101.00,47781.00
East Dunbartonshire,ENV01a,2020-21,82.63,3971.00,48057.00
East Dunbartonshire,ENV01a,2021-22,88.90,4310.00,48483.00
East Dunbartonshire,ENV02a,2012-13,105.45,4780.00,45328.00
East Dunbartonshire,ENV02a,2013-14,90.81,4145.00,45643.00
East Dunbartonshire,ENV02a,2014-15,111.41,5145.00,46180.00
East Dunbartonshire,ENV02a,2015-16,119.83,5574.00,46515.00
East Dunbartonshire,ENV02a,2016-17,124.54,5841.00,46899.00
East Dunbartonshire,ENV02a,2017-18,110.85,5231.00,47192.00
East Dunbartonshire,ENV02a,2018-19,110.72,5194.00,46910.00
East Dunbartonshire,ENV02a,2019-20,115.26,5507.00,47781.00
East Dunbartonshire,ENV02a,2020-21,140.71,6762.00,48057.00
East Dunbartonshire,ENV02a,2021-22,123.36,5981.00,48483.00
East Dunbartonshire,ENV03a,2010-11,11933.45,1248.00,104580.00
East Dunbartonshire,ENV03a,2011-12,10461.89,1094.00,104570.00
East Dunbartonshire,ENV03a,2012-13,17529.28,1856.00,105880.00
East Dunbartonshire,ENV03a,2013-14,7651.62,810.00,105860.00
East Dunbartonshire,ENV03a,2014-15,12798.65,1366.00,106730.00
East Dunbartonshire,ENV03a,2015-16,7068.06,756.00,106960.00
East Dunbartonshire,ENV03a,2016-17,6788.17,730.00,107540.00
