LocalAuthority,IndicatorCode,Year,IndicatorCash_LA,NumeratorCash_LA,DenominatorCash_LA
Inverclyde,ENV04a,2017-18,25450.23,9426.00,370.37
Inverclyde,ENV04a,2018-19,23265.92,8617.00,370.37
Inverclyde,ENV04a,2019-20,22561.70,8411.00,372.80
Inverclyde,ENV04a,2020-21,15649.54,5839.00,373.11
Inverclyde,ENV04a,2021-22,22371.10,8348.00,373.16
Inverclyde,ENV04b,2009-11,0.30,,
Inverclyde,ENV04b,2010-12,0.31,,
Inverclyde,ENV04b,2011-13,0.33,,
Inverclyde,ENV04b,2012-14,0.38,,
Inverclyde,ENV04b,2013-15,0.34,,
Inverclyde,ENV04b,2014-16,0.31,,
Inverclyde,ENV04b,2015-17,0.30,,
Inverclyde,ENV04b,2016-18,0.24,,
Inverclyde,ENV04b,2017-19,0.19,,
Inverclyde,ENV04b,2018-20,0.21,,
Inverclyde,ENV04b,2019-21,0.21,,
Inverclyde,ENV04b,2020-22,0.17,,
Inverclyde,ENV04b,2021-23,0.16,,
Inverclyde,ENV04c,2009-11,0.38,,
Inverclyde,ENV04c,2010-12,0.42,,
Inverclyde,ENV04c,2011-13,0.44,,
Inverclyde,ENV04c,2012-14,0.43,,
Inverclyde,ENV04c,2013-15,0.38,,
Inverclyde,ENV04c,2014-16,0.36,,
Inverclyde,ENV04c,2015-17,0.38,,
Inverclyde,ENV04c,2016-18,0.36,,
Inverclyde,ENV04c,2017-19,0.30,,
Inverclyde,ENV04c,2018-20,0.31,,
Inverclyde,ENV04c,2019-21,0.35,,
Inverclyde,ENV04c,2020-22,0.30,,
Inverclyde,ENV04c,2021-23,0.27,,
Inverclyde,ENV04d,2009-11,0.50,,
Inverclyde,ENV04d,2010-12,0.51,,
Inverclyde,ENV04d,2011-13,0.47,,
Inverclyde,ENV04d,2012-14,0.49,,
Inverclyde,ENV04d,2013-15,0.47,,
Inverclyde,ENV04d,2014-16,0.44,,
Inverclyde,ENV04d,2015-17,0.43,,
Inverclyde,ENV04d,2016-18,0.40,,
Inverclyde,ENV04d,2017-19,0.43,,
Inverclyde,ENV04d,2018-20,0.44,,
Inverclyde,ENV04d,2019-21,0.39,,
Inverclyde,ENV04d,2020-22,0.36,,
Inverclyde,ENV04d,2021-23,0.37,,
Inverclyde,ENV04e,2007-11,0.47,,
Inverclyde,ENV04e,2008-12,0.49,,
Inverclyde,ENV04e,2009-13,0.51,,
Inverclyde,ENV04e,2010-14,0.51,,
Inverclyde,ENV04e,2011-15,0.48,,
Inverclyde,ENV04e,2012-16,0.44,,
Inverclyde,ENV04e,2013-17,0.41,,
Inverclyde,ENV04e,2014-18,0.39,,
Inverclyde,ENV04e,2015-19,0.39,,
Inverclyde,ENV04e,2016-20,0.38,,
Inverclyde,ENV04e,2017-21,0.36,,
Inverclyde,ENV04e,2018-22,0.34,,
Inverclyde,ENV05,2010-11,19894.70,1587.00,79770.00
Inverclyde,ENV05,2011-12,22380.71,1773.00,79220.00
Inverclyde,ENV05,2012-13,38138.32,3077.00,80680.00
Inverclyde,ENV05,2013-14,22400.70,1799.00,80310.00
Inverclyde,ENV05,2014-15,21387.43,1708.00,79860.00
Inverclyde,ENV05,2015-16,20415.09,1623.00,79500.00
Inverclyde,ENV05,2016-17,23534.61,1863.00,79160.00
Inverclyde,ENV05,2017-18,23095.48,1819.00,78760.00
Inverclyde,ENV05,2018-19,24913.63,1947.00,78150.00
Inverclyde,ENV05,2019-20,23444.73,1824.00,77800.00
Inverclyde,ENV05,2020-21,24124.06,1859.00,77060.00
Inverclyde,ENV05,2021-22,113298.57,8690.00,76700.00
Inverclyde,ENV05a,2012-13,1910.00,154.00,80680.00
Inverclyde,ENV05a,2013-14,1990.00,160.00,80310.00
Inverclyde,ENV05a,2014-15,3040.00,243.00,79860.00
Inverclyde,ENV05a,2015-16,2790.00,222.00,79500.00
Inverclyde,ENV05a,2016-17,2990.00,237.00,79160.00
Inverclyde,ENV05a,2017-18,3970.00,313.00,78760.00
Inverclyde,ENV05a,2018-19,4610.00,360.00,78150.00
Inverclyde,ENV05a,2019-20,4510.00,351.00,77800.00
Inverclyde,ENV05a,2020-21,3560.00,274.00,77060.00
Inverclyde,ENV05a,2021-22,3440.00,264.00,76700.00
Inverclyde,ENV05b,2012-13,36229.50,2923.00,80680.00
Inverclyde,ENV05b,2013-14,20408.40,1639.00,80310.00
Inverclyde,ENV05b,2014-15,18344.60,1465.00,79860.00
Inverclyde,ENV05b,2015-16,17622.60,1401.00,79500.00
Inverclyde,ENV05b,2016-17,20540.70,1626.00,79160.00
Inverclyde,ENV05b,2017-18,19121.40,1506.00,78760.00
Inverclyde,ENV05b,2018-19,20307.10,1587.00,78150.00
Inverclyde,ENV05b,2019-20,18933.20,1473.00,77800.00
Inverclyde,ENV05b,2020-21,20568.40,1585.00,77060.00
Inverclyde,ENV05b,2021-22,109856.60,8426.00,76700.00
Inverclyde,ENV06,2010-11,0.31,,
Inverclyde,ENV06,2011-12,0.41,,
Inverclyde,ENV06,2012-13,0.51,,
Inverclyde,ENV06,2013-14,0.55,,
Inverclyde,ENV06,2014-15,0.57,,
Inverclyde,ENV06,2015-16,0.55,,
Inverclyde,ENV06,2016-17,0.53,,
Inverclyde,ENV06,2017-18,0.57,,
Inverclyde,ENV06,2018-19,0.56,,
Inverclyde,ENV06,2019-20,0.54,,
Inverclyde,ENV06,2020-21,0.37,,
Inverclyde,ENV06,2021-22,0.49,,
Inverclyde,ENV07a,2010-14,0.89,,
Inverclyde,ENV07a,2012-15,0.91,,
Inverclyde,ENV07a,2013-16,0.93,,
Inverclyde,ENV07a,2014-17,0.91,,
Inverclyde,ENV07a,2015-18,0.90,,
Inverclyde,ENV07a,2016-19,0.87,,
Inverclyde,ENV07a,2017-20,0.86,,
Inverclyde,ENV07a,2018-21,0.88,,
Inverclyde,ENV07a,2019-22,0.92,,
Inverclyde,ENV07b,2010-14,0.78,,
Inverclyde,ENV07b,2012-15,0.79,,
Inverclyde,ENV07b,2013-16,0.79,,
Inverclyde,ENV07b,2014-17,0.76,,
Inverclyde,ENV07b,2015-18,0.73,,
Inverclyde,ENV07b,2016-19,0.71,,
Inverclyde,ENV07b,2017-20,0.68,,
Inverclyde,ENV07b,2018-21,0.67,,
Inverclyde,ENV07b,2019-22,0.67,,
Inverclyde,FINSUS01,2013-14,0.26,,
Inverclyde,FINSUS01,2014-15,0.28,,
Inverclyde,FINSUS01,2015-16,0.30,,
Inverclyde,FINSUS01,2016-17,0.32,,
Inverclyde,FINSUS01,2017-18,0.29,,
Inverclyde,FINSUS01,2018-19,0.24,,
Inverclyde,FINSUS01,2019-20,0.24,,
Inverclyde,FINSUS01,2020-21,0.27,,
Inverclyde,FINSUS01,2021-22,0.24,,
Inverclyde,FINSUS02,2013-14,0.02,,
Inverclyde,FINSUS02,2014-15,0.03,,
Inverclyde,FINSUS02,2015-16,0.04,,
Inverclyde,FINSUS02,2016-17,0.03,,
Inverclyde,FINSUS02,2017-18,0.04,,
Inverclyde,FINSUS02,2018-19,0.03,,
Inverclyde,FINSUS02,2019-20,0.03,,
Inverclyde,FINSUS02,2020-21,0.02,,
Inverclyde,FINSUS02,2021-22,0.02,,
Inverclyde,FINSUS03,2013-14,0.13,,
Inverclyde,FINSUS03,2014-15,0.13,,
Inverclyde,FINSUS03,2015-16,0.12,,
Inverclyde,FINSUS03,2016-17,0.14,,
Inverclyde,FINSUS03,2017-18,0.14,,
Inverclyde,FINSUS03,2018-19,0.15,,
Inverclyde,FINSUS03,2019-20,0.13,,
Inverclyde,FINSUS03,2020-21,0.12,,
Inverclyde,FINSUS03,2021-22,0.10,,
Inverclyde,FINSUS05,2013-14,0.99,163651.00,164980.00
Inverclyde,FINSUS05,2014-15,0.97,164294.00,168689.00
Inverclyde,FINSUS05,2015-16,0.97,164809.00,170623.00
Inverclyde,FINSUS05,2016-17,0.99,158574.00,160817.00
Inverclyde,FINSUS05,2017-18,0.98,164884.00,167681.00
Inverclyde,FINSUS05,2018-19,0.98,167097.00,170278.00
Inverclyde,FINSUS05,2019-20,0.99,174574.00,176746.00
Inverclyde,FINSUS05,2020-21,0.99,180749.00,183119.00
Inverclyde,FINSUS05,2021-22,0.99,218563.00,219928.00
Inverclyde,SW01,2010-11,19.37,495356.68,9596.00
Inverclyde,SW01,2011-12,16.35,475902.44,7781.00
Inverclyde,SW01,2012-13,15.57,519431.64,8089.00
Inverclyde,SW01,2013-14,17.32,479786.84,8308.00
Inverclyde,SW01,2014-15,12.79,676213.72,8648.00
Inverclyde,SW01,2015-16,19.71,477436.44,9412.00
Inverclyde,SW01,2016-17,23.43,430575.60,10087.00
Inverclyde,SW01,2017-18,27.37,393796.00,10780.00
Inverclyde,SW01,2018-19,28.34,393276.00,11147.00
Inverclyde,SW01,2019-20,23.51,448877.00,10551.00
Inverclyde,SW01,2020-21,34.29,365118.00,12520.00
Inverclyde,SW01,2021-22,13.85,387543.00,5368.00
Inverclyde,SW02,2010-11,0.01,278.00,44114.00
Inverclyde,SW02,2011-12,0.01,355.00,44384.00
Inverclyde,SW02,2012-13,0.01,499.00,52256.00
Inverclyde,SW02,2013-14,0.01,561.00,48664.00
Inverclyde,SW02,2014-15,0.01,515.00,49573.00
Inverclyde,SW02,2015-16,0.05,2307.00,49779.00
Inverclyde,SW02,2016-17,0.05,2282.00,46948.00
Inverclyde,SW02,2017-18,0.06,2720.00,48910.00
Inverclyde,SW02,2018-19,0.05,2647.00,49788.00
Inverclyde,SW02,2019-20,0.05,2715.00,53746.00
Inverclyde,SW02,2020-21,0.05,2760.00,57147.00
Inverclyde,SW02,2021-22,0.08,4031.00,51925.00
Inverclyde,SW03a,2010-11,0.62,,
Inverclyde,SW03a,2011-12,0.62,,
Inverclyde,SW03a,2012-13,0.65,,
Inverclyde,SW03a,2013-14,0.63,,
Inverclyde,SW03a,2014-15,0.59,,
Inverclyde,SW03a,2015-16,0.64,,
Inverclyde,SW03a,2016-17,0.65,,
Inverclyde,SW03a,2017-18,0.68,,
Inverclyde,SW03a,2018-19,0.65,,
Inverclyde,SW03a,2019-20,0.66,,
Inverclyde,SW03a,2020-21,0.66,,
Inverclyde,SW03a,2021-22,0.67,,
Inverclyde,SW03a,2022-23,0.65,,
Inverclyde,SW04b,2013-14,0.86,,
Inverclyde,SW04b,2015-16,0.88,,
Inverclyde,SW04b,2017-18,0.77,,
Inverclyde,SW04b,2019-20,0.83,,
Inverclyde,SW04b,2021-22,0.80,,
Inverclyde,SW04c,2013-14,0.87,,
Inverclyde,SW04c,2015-16,0.86,,
Inverclyde,SW04c,2017-18,0.80,,
Inverclyde,SW04c,2019-20,0.91,,
Inverclyde,SW04c,2021-22,0.83,,
Inverclyde,SW04d,2013-14,0.84,,
Inverclyde,SW04d,2015-16,0.84,,
Inverclyde,SW04d,2017-18,0.77,,
Inverclyde,SW04d,2019-20,0.82,,
Inverclyde,SW04d,2021-22,0.67,,
Inverclyde,SW04e,2013-14,0.47,,
Inverclyde,SW04e,2015-16,0.43,,
Inverclyde,SW04e,2017-18,0.40,,
Inverclyde,SW04e,2019-20,0.39,,
Inverclyde,SW04e,2021-22,0.29,,
Inverclyde,SW05,2010-11,419.04,13292.00,610.00
Inverclyde,SW05,2011-12,400.58,12498.00,600.00
Inverclyde,SW05,2012-13,415.28,12309.00,570.00
Inverclyde,SW05,2013-14,404.58,12623.00,600.00
Inverclyde,SW05,2014-15,381.31,13483.00,680.00
Inverclyde,SW05,2015-16,423.70,13660.00,620.00
Inverclyde,SW05,2016-17,462.05,14416.00,600.00
Inverclyde,SW05,2017-18,514.93,14727.00,550.00
Inverclyde,SW05,2018-19,494.51,14400.00,560.00
Inverclyde,SW05,2019-20,525.96,15521.03,567.50
Inverclyde,SW05,2020-21,513.00,15405.53,577.50
Inverclyde,SW05,2021-22,529.60,14940.00,542.50
Inverclyde,SW06,2010-11,87.79,1783.00,20310.00
Inverclyde,SW06,2011-12,90.02,1858.00,20639.00
Inverclyde,SW06,2012-13,85.06,1721.00,20233.00
Inverclyde,SW06,2013-14,90.14,1889.00,20957.00
Inverclyde,SW06,2014-15,102.28,2160.00,21118.00
Inverclyde,SW06,2015-16,91.50,1932.00,21114.00
Inverclyde,SW06,2016-17,87.66,1771.00,20203.00
Inverclyde,SW06,2017-18,91.60,1853.00,20230.00
Inverclyde,SW06,2018-19,92.87,1811.00,19500.00
Inverclyde,SW06,2019-20,88.52,1736.00,19611.00
Inverclyde,SW06,2020-21,96.69,1290.00,13342.00
Inverclyde,SW06,2021-22,90.62,1575.00,17380.00
Inverclyde,SW06,2022-23,78.36,1421.00,18134.00
Inverclyde,SW07,2011-12,0.88,,
Inverclyde,SW07,2012-13,0.87,,
Inverclyde,SW07,2013-14,0.90,,
Inverclyde,SW07,2014-15,0.84,,
Inverclyde,SW07,2015-16,0.85,,
Inverclyde,SW07,2016-17,0.90,,
Inverclyde,SW07,2017-18,0.92,,
Inverclyde,SW07,2018-19,0.86,,
Inverclyde,SW07,2019-20,0.87,,
Inverclyde,SW07,2020-21,0.87,,
Inverclyde,SW07,2021-22,0.85,,
Inverclyde,SW07,2022-23,0.80,,
Midlothian,C&L01,2010-11,3.68,3243.00,882358.00
Midlothian,C&L01,2011-12,2.53,2305.00,912657.00
Midlothian,C&L01,2012-13,3.36,3184.00,946814.00
Midlothian,C&L01,2013-14,2.78,2716.00,976428.00
Midlothian,C&L01,2014-15,2.99,2738.00,916836.00
Midlothian,C&L01,2015-16,3.37,3024.00,898145.00
Midlothian,C&L01,2016-17,3.55,3016.00,848940.00
Midlothian,C&L01,2017-18,4.29,3316.00,772633.00
Midlothian,C&L01,2018-19,3.39,3090.00,911515.00
Midlothian,C&L01,2019-20,3.12,2818.00,903770.00
Midlothian,C&L01,2020-21,91.81,5031.00,54800.00
Midlothian,C&L01,2021-22,19.41,2936.00,151242.00
Midlothian,C&L02,2010-11,2.96,1380.00,465658.00
Midlothian,C&L02,2011-12,3.01,1437.00,478166.00
Midlothian,C&L02,2012-13,2.53,1292.00,509976.00
Midlothian,C&L02,2013-14,2.66,1404.00,528537.00
Midlothian,C&L02,2014-15,2.46,1393.00,566923.00
Midlothian,C&L02,2015-16,1.67,1224.00,734893.00
Midlothian,C&L02,2016-17,1.00,1185.00,1180122.00
Midlothian,C&L02,2017-18,1.25,1368.00,1090612.00
Midlothian,C&L02,2018-19,0.78,1282.00,1652180.00
Midlothian,C&L02,2019-20,1.13,1264.00,1114278.00
Midlothian,C&L02,2020-21,3.82,1110.00,290690.00
Midlothian,C&L02,2021-22,3.08,1118.00,363075.00
Midlothian,C&L04,2010-11,16120.29,1308.00,81140.00
Midlothian,C&L04,2011-12,18344.06,1511.00,82370.00
Midlothian,C&L04,2012-13,10446.34,880.00,84240.00
Midlothian,C&L04,2013-14,5489.96,465.00,84700.00
Midlothian,C&L04,2014-15,6379.77,550.00,86210.00
Midlothian,C&L04,2015-16,5515.51,482.00,87390.00
Midlothian,C&L04,2016-17,7019.52,622.00,88610.00
Midlothian,C&L04,2017-18,7359.31,663.00,90090.00
Midlothian,C&L04,2018-19,4379.24,400.00,91340.00
Midlothian,C&L04,2019-20,1232.97,114.00,92460.00
Midlothian,C&L04,2020-21,3617.82,337.00,93150.00
Midlothian,C&L04,2021-22,5861.85,555.00,94680.00
Midlothian,C&L05a,2010-14,0.81,,
Midlothian,C&L05a,2012-15,0.77,,
Midlothian,C&L05a,2013-16,0.68,,
Midlothian,C&L05a,2014-17,0.67,,
Midlothian,C&L05a,2015-18,0.66,,
Midlothian,C&L05a,2016-19,0.69,,
Midlothian,C&L05a,2017-20,0.62,,
Midlothian,C&L05a,2018-21,0.64,,
Midlothian,C&L05a,2019-22,0.66,,
Midlothian,C&L05b,2010-14,0.83,,
Midlothian,C&L05b,2012-15,0.84,,
Midlothian,C&L05b,2013-16,0.79,,
Midlothian,C&L05b,2014-17,0.78,,
Midlothian,C&L05b,2015-18,0.79,,
Midlothian,C&L05b,2016-19,0.85,,
Midlothian,C&L05b,2017-20,0.81,,
Midlothian,C&L05b,2018-21,0.83,,
Midlothian,C&L05b,2019-22,0.83,,
Midlothian,C&L05c,2010-14,0.70,,
Midlothian,C&L05c,2012-15,0.68,,
Midlothian,C&L05c,2013-16,0.59,,
Midlothian,C&L05c,2014-17,0.58,,
Midlothian,C&L05c,2015-18,0.60,,
Midlothian,C&L05c,2016-19,0.62,,
Midlothian,C&L05c,2017-20,0.54,,
Midlothian,C&L05c,2018-21,0.57,,
Midlothian,C&L05c,2019-22,0.59,,
Midlothian,C&L05d,2010-14,0.78,,
Midlothian,C&L05d,2012-15,0.75,,
Midlothian,C&L05d,2013-16,0.74,,
Midlothian,C&L05d,2014-17,0.74,,
Midlothian,C&L05d,2015-18,0.74,,
Midlothian,C&L05d,2016-19,0.71,,
Midlothian,C&L05d,2017-20,0.63,,
Midlothian,C&L05d,2018-21,0.60,,
Midlothian,C&L05d,2019-22,0.63,,
Midlothian,CHN01,2010-11,4679.35,29274.00,6256.00
Midlothian,CHN01,2011-12,4792.69,30031.00,6266.00
Midlothian,CHN01,2012-13,4766.01,30736.00,6449.00
Midlothian,CHN01,2013-14,4736.35,31222.00,6592.00
Midlothian,CHN01,2014-15,4703.45,32007.00,6805.00
Midlothian,CHN01,2015-16,4630.16,32726.00,7068.00
Midlothian,CHN01,2016-17,4871.13,35418.00,7271.00
Midlothian,CHN01,2017-18,5120.37,38582.00,7535.00
Midlothian,CHN01,2018-19,5459.54,41700.00,7638.00
Midlothian,CHN01,2019-20,5482.20,42668.00,7783.00
Midlothian,CHN01,2020-21,5848.92,46458.00,7943.00
Midlothian,CHN01,2021-22,6304.89,51057.00,8098.00
Midlothian,CHN02,2010-11,6163.71,32606.00,5290.00
Midlothian,CHN02,2011-12,6191.86,32724.00,5285.00
Midlothian,CHN02,2012-13,6257.07,32956.00,5267.00
Midlothian,CHN02,2013-14,6321.92,32482.00,5138.00
Midlothian,CHN02,2014-15,6368.61,32620.00,5122.00
Midlothian,CHN02,2015-16,6264.84,31982.00,5105.00
Midlothian,CHN02,2016-17,6691.80,33372.00,4987.00
Midlothian,CHN02,2017-18,6941.53,34666.00,4994.00
Midlothian,CHN02,2018-19,6948.76,35529.00,5113.00
Midlothian,CHN02,2019-20,7049.99,37090.00,5261.00
Midlothian,CHN02,2020-21,7744.06,42027.00,5427.00
Midlothian,CHN02,2021-22,7709.83,43468.00,5638.00
Midlothian,CHN03,2010-11,3362.91,5078.00,1510.00
Midlothian,CHN03,2011-12,2958.02,4792.00,1620.00
Midlothian,CHN03,2012-13,3071.25,5043.00,1642.00
Midlothian,CHN03,2013-14,3001.77,5082.00,1693.00
Midlothian,CHN03,2014-15,2893.18,5471.00,1891.00
Midlothian,CHN03,2015-16,3557.24,6805.00,1913.00
Midlothian,CHN03,2016-17,4381.30,8951.00,2043.00
Midlothian,CHN03,2017-18,4295.59,8763.00,2040.00
Midlothian,CHN03,2018-19,4771.48,10106.00,2118.00
Midlothian,CHN03,2019-20,7163.40,14993.00,2093.00
Midlothian,CHN03,2020-21,9981.44,19893.00,1993.00
Midlothian,CHN03,2021-22,9899.13,20412.00,2062.00
Midlothian,CHN04,2011-12,0.48,,
Midlothian,CHN04,2012-13,0.50,,
Midlothian,CHN04,2013-14,0.50,,
Midlothian,CHN04,2014-15,0.54,,
Midlothian,CHN04,2015-16,0.58,,
Midlothian,CHN04,2016-17,0.54,,
Midlothian,CHN04,2017-18,0.57,,
Midlothian,CHN04,2018-19,0.57,,
Midlothian,CHN04,2019-20,0.58,,
Midlothian,CHN04,2020-21,0.60,,
Midlothian,CHN04,2021-22,0.65,,
Midlothian,CHN05,2011-12,0.20,,
Midlothian,CHN05,2012-13,0.21,,
Midlothian,CHN05,2013-14,0.26,,
Midlothian,CHN05,2014-15,0.24,,
Midlothian,CHN05,2015-16,0.29,,
Midlothian,CHN05,2016-17,0.26,,
Midlothian,CHN05,2017-18,0.30,,
Midlothian,CHN05,2018-19,0.28,,
Midlothian,CHN05,2019-20,0.33,,
Midlothian,CHN05,2020-21,0.33,,
Midlothian,CHN05,2021-22,0.38,,
Midlothian,CHN06,2011-12,0.26,,
Midlothian,CHN06,2012-13,0.35,,
Midlothian,CHN06,2013-14,0.34,,
Midlothian,CHN06,2014-15,0.39,,
Midlothian,CHN06,2015-16,0.37,,
Midlothian,CHN06,2016-17,0.43,,
Midlothian,CHN06,2017-18,0.47,,
Midlothian,CHN06,2018-19,0.44,,
Midlothian,CHN06,2019-20,0.39,,
Midlothian,CHN06,2020-21,0.41,,
Midlothian,CHN06,2021-22,0.49,,
Midlothian,CHN07,2011-12,0.05,,
Midlothian,CHN07,2012-13,0.09,,
Midlothian,CHN07,2013-14,0.14,,
Midlothian,CHN07,2014-15,0.10,,
Midlothian,CHN07,2015-16,0.12,,
Midlothian,CHN07,2016-17,0.09,,
Midlothian,CHN07,2017-18,0.17,,
Midlothian,CHN07,2018-19,0.11,,
Midlothian,CHN07,2019-20,0.16,,
Midlothian,CHN07,2020-21,0.17,,
Midlothian,CHN07,2021-22,0.14,,
Midlothian,CHN08a,2010-11,1832.42,3335.00,35.00
Midlothian,CHN08a,2011-12,2404.40,4376.00,35.00
Midlothian,CHN08a,2012-13,2758.88,3730.00,26.00
Midlothian,CHN08a,2013-14,2465.38,3205.00,25.00
Midlothian,CHN08a,2014-15,1912.26,3182.00,32.00
Midlothian,CHN08a,2015-16,2951.54,3837.00,25.00
Midlothian,CHN08a,2016-17,2721.84,3963.00,28.00
Midlothian,CHN08a,2017-18,3735.35,4079.00,21.00
Midlothian,CHN08a,2018-19,3596.15,3927.00,21.00
Midlothian,CHN08a,2019-20,4048.58,4000.00,19.00
Midlothian,CHN08a,2020-21,6714.50,4539.00,13.00
Midlothian,CHN08a,2021-22,6514.79,4404.00,13.00
Midlothian,CHN08b,2010-11,256.05,3555.00,267.00
Midlothian,CHN08b,2011-12,324.29,4064.00,241.00
Midlothian,CHN08b,2012-13,270.30,3809.00,271.00
Midlothian,CHN08b,2013-14,251.90,3720.00,284.00
Midlothian,CHN08b,2014-15,313.99,3641.00,223.00
Midlothian,CHN08b,2015-16,319.83,3742.00,225.00
Midlothian,CHN08b,2016-17,327.09,3929.00,231.00
Midlothian,CHN08b,2017-18,339.71,3745.00,212.00
Midlothian,CHN08b,2018-19,328.49,3365.00,197.00
Midlothian,CHN08b,2019-20,343.59,3484.00,195.00
Midlothian,CHN08b,2020-21,485.61,4015.00,159.00
Midlothian,CHN08b,2021-22,466.98,3861.00,159.00
Midlothian,CHN09,2010-11,0.88,,
Midlothian,CHN09,2011-12,0.87,,
Midlothian,CHN09,2012-13,0.91,,
Midlothian,CHN09,2013-14,0.92,,
Midlothian,CHN09,2014-15,0.87,,
Midlothian,CHN09,2015-16,0.90,,
Midlothian,CHN09,2016-17,0.89,,
Midlothian,CHN09,2017-18,0.91,,
Midlothian,CHN09,2018-19,0.90,,
Midlothian,CHN09,2019-20,0.91,,
Midlothian,CHN09,2020-21,0.92,,
Midlothian,CHN09,2021-22,0.92,,
Midlothian,CHN10,2010-14,0.82,,
Midlothian,CHN10,2012-15,0.79,,
Midlothian,CHN10,2013-16,0.78,,
Midlothian,CHN10,2014-17,0.78,,
Midlothian,CHN10,2015-18,0.79,,
Midlothian,CHN10,2016-19,0.75,,
Midlothian,CHN10,2017-20,0.69,,
Midlothian,CHN10,2018-21,0.65,,
Midlothian,CHN10,2019-22,0.67,,
Midlothian,CHN11,2011-12,0.86,,
Midlothian,CHN11,2012-13,0.90,,
Midlothian,CHN11,2013-14,0.94,,
Midlothian,CHN11,2014-15,0.94,,
Midlothian,CHN11,2015-16,0.95,,
Midlothian,CHN11,2016-17,0.95,,
Midlothian,CHN11,2017-18,0.95,,
Midlothian,CHN11,2018-19,0.94,,
Midlothian,CHN11,2019-20,0.94,,
Midlothian,CHN11,2020-21,0.95,,
Midlothian,CHN11,2021-22,0.95,,
Midlothian,CHN12a,2011-12,715.87,,
Midlothian,CHN12a,2012-13,752.09,,
Midlothian,CHN12a,2013-14,753.55,,
Midlothian,CHN12a,2014-15,783.22,,
Midlothian,CHN12a,2015-16,889.27,,
Midlothian,CHN12a,2016-17,798.94,,
Midlothian,CHN12a,2017-18,836.17,,
Midlothian,CHN12a,2018-19,805.57,,
Midlothian,CHN12a,2019-20,827.67,,
Midlothian,CHN12a,2020-21,908.11,,
Midlothian,CHN12a,2021-22,947.25,,
Midlothian,CHN12b,2011-12,422.00,,
Midlothian,CHN12b,2012-13,544.00,,
Midlothian,CHN12b,2013-14,501.00,,
Midlothian,CHN12b,2014-15,493.00,,
Midlothian,CHN12b,2015-16,581.00,,
Midlothian,CHN12b,2016-17,577.00,,
Midlothian,CHN12b,2017-18,652.00,,
Midlothian,CHN12b,2018-19,559.00,,
Midlothian,CHN12b,2019-20,557.00,,
Midlothian,CHN12b,2020-21,588.00,,
Midlothian,CHN12b,2021-22,555.00,,
Midlothian,CHN12c,2011-12,541.00,,
Midlothian,CHN12c,2012-13,541.00,,
Midlothian,CHN12c,2013-14,537.00,,
Midlothian,CHN12c,2014-15,577.00,,
Midlothian,CHN12c,2015-16,698.00,,
Midlothian,CHN12c,2016-17,719.00,,
Midlothian,CHN12c,2017-18,701.00,,
Midlothian,CHN12c,2018-19,667.00,,
Midlothian,CHN12c,2019-20,687.00,,
Midlothian,CHN12c,2020-21,694.00,,
Midlothian,CHN12c,2021-22,742.00,,
Midlothian,CHN12d,2011-12,727.00,,
Midlothian,CHN12d,2012-13,669.00,,
Midlothian,CHN12d,2013-14,783.00,,
Midlothian,CHN12d,2014-15,842.00,,
Midlothian,CHN12d,2015-16,849.00,,
Midlothian,CHN12d,2016-17,792.00,,
Midlothian,CHN12d,2017-18,845.00,,
Midlothian,CHN12d,2018-19,784.00,,
Midlothian,CHN12d,2019-20,858.00,,
Midlothian,CHN12d,2020-21,1044.00,,
Midlothian,CHN12d,2021-22,1025.00,,
Midlothian,CHN12e,2011-12,848.00,,
Midlothian,CHN12e,2012-13,922.00,,
Midlothian,CHN12e,2013-14,895.00,,
Midlothian,CHN12e,2014-15,854.00,,
Midlothian,CHN12e,2015-16,1041.00,,
Midlothian,CHN12e,2016-17,919.00,,
Midlothian,CHN12e,2017-18,976.00,,
Midlothian,CHN12e,2018-19,1070.00,,
Midlothian,CHN12e,2019-20,959.00,,
Midlothian,CHN12e,2020-21,1029.00,,
Midlothian,CHN12e,2021-22,1177.00,,
Midlothian,CHN12f,2011-12,1038.00,,
Midlothian,CHN12f,2012-13,1067.00,,
Midlothian,CHN12f,2013-14,1029.00,,
Midlothian,CHN12f,2014-15,1098.00,,
Midlothian,CHN12f,2015-16,1228.00,,
Midlothian,CHN12f,2016-17,1026.00,,
Midlothian,CHN12f,2017-18,1165.00,,
Midlothian,CHN12f,2018-19,1111.00,,
Midlothian,CHN12f,2019-20,1157.00,,
Midlothian,CHN12f,2020-21,1360.00,,
Midlothian,CHN12f,2021-22,1236.00,,
Midlothian,CHN13a,2018-19,0.73,,
Midlothian,CHN13a,2020-21,0.66,,
Midlothian,CHN13a,2021-22,0.68,,
Midlothian,CHN13b,2018-19,0.78,,
Midlothian,CHN13b,2020-21,0.73,,
Midlothian,CHN13b,2021-22,0.76,,
Midlothian,CHN14a,2018-19,26.86,,
Midlothian,CHN14a,2020-21,32.02,,
Midlothian,CHN14a,2021-22,25.51,,
Midlothian,CHN14b,2018-19,23.01,,
Midlothian,CHN14b,2020-21,27.22,,
Midlothian,CHN14b,2021-22,20.92,,
Midlothian,CHN17,2013-14,0.84,,
Midlothian,CHN17,2014-15,0.88,,
Midlothian,CHN17,2015-16,0.89,,
Midlothian,CHN17,2016-17,0.91,,
Midlothian,CHN17,2017-18,0.94,,
